"Watershed","Year","WY","Month","Day","NO3_ueq_L","SO4_ueq_L","dates"
"WB",1996,1996,4,17,40.4,163,1996-04-17
"EB",1996,1996,4,17,1.4,77,1996-04-17
"WB",1996,1996,4,17,41.1,166,1996-04-17
"EB",1996,1996,4,18,2,73,1996-04-18
"EB",1996,1996,4,18,2.8,73,1996-04-18
"EB",1996,1996,4,18,3.2,75,1996-04-18
"WB",1996,1996,4,18,48.1,198,1996-04-18
"EB",1996,1996,4,18,3.2,76,1996-04-18
"WB",1996,1996,4,18,48.8,200,1996-04-18
"EB",1996,1996,4,18,2.7,78,1996-04-18
"WB",1996,1996,4,18,48,196,1996-04-18
"EB",1996,1996,4,18,2.3,80,1996-04-18
"WB",1996,1996,4,19,47,192,1996-04-19
"EB",1996,1996,4,19,1.7,80,1996-04-19
"WB",1996,1996,4,19,45.3,191,1996-04-19
"WB",1996,1996,4,20,44.4,192,1996-04-20
"EB",1996,1996,4,23,0.8,81,1996-04-23
"EB",1996,1996,4,23,0.8,82,1996-04-23
"WB",1996,1996,4,23,36.9,196,1996-04-23
"WB",1996,1996,4,23,37.3,197,1996-04-23
"EB",1996,1996,4,24,0.5,81,1996-04-24
"WB",1996,1996,4,24,34.7,187,1996-04-24
"EB",1996,1996,4,25,0.3,81,1996-04-25
"WB",1996,1996,4,25,33.6,187,1996-04-25
"EB",1996,1996,4,26,0.05,81,1996-04-26
"WB",1996,1996,4,26,31.1,178,1996-04-26
"EB",1996,1996,4,27,0.05,82,1996-04-27
"WB",1996,1996,4,27,29.7,175,1996-04-27
"EB",1996,1996,4,28,0.05,82,1996-04-28
"WB",1996,1996,4,28,29.5,174,1996-04-28
"EB",1996,1996,4,29,0.05,83,1996-04-29
"WB",1996,1996,4,29,27.7,170,1996-04-29
"EB",1996,1996,4,30,0.3,86,1996-04-30
"EB",1996,1996,4,30,0.4,86,1996-04-30
"WB",1996,1996,4,30,28,177,1996-04-30
"WB",1996,1996,4,30,27.9,177,1996-04-30
"EB",1996,1996,5,1,0.05,84,1996-05-01
"WB",1996,1996,5,1,34.9,199,1996-05-01
"EB",1996,1996,5,2,0.05,85,1996-05-02
"WB",1996,1996,5,2,31.7,191,1996-05-02
"EB",1996,1996,5,3,0.05,86,1996-05-03
"WB",1996,1996,5,3,28.9,185,1996-05-03
"EB",1996,1996,5,4,0.05,85,1996-05-04
"WB",1996,1996,5,4,28.7,185,1996-05-04
"EB",1996,1996,5,5,0.05,87,1996-05-05
"WB",1996,1996,5,5,26.6,182,1996-05-05
"EB",1996,1996,5,6,0.05,85,1996-05-06
"WB",1996,1996,5,6,26,180,1996-05-06
"EB",1996,1996,5,7,0.05,86,1996-05-07
"EB",1996,1996,5,7,0.05,85,1996-05-07
"WB",1996,1996,5,7,23.9,177,1996-05-07
"WB",1996,1996,5,7,23.9,177,1996-05-07
"EB",1996,1996,5,9,0.05,89,1996-05-09
"WB",1996,1996,5,9,21.9,176,1996-05-09
"EB",1996,1996,5,11,0.05,87,1996-05-11
"WB",1996,1996,5,11,20.6,171,1996-05-11
"EB",1996,1996,5,12,0.05,84,1996-05-12
"WB",1996,1996,5,12,25.9,181,1996-05-12
"EB",1996,1996,5,13,0.05,84,1996-05-13
"WB",1996,1996,5,13,27.8,189,1996-05-13
"WB",1996,1996,5,13,28.8,193,1996-05-13
"EB",1996,1996,5,13,0.05,84,1996-05-13
"WB",1996,1996,5,13,30.1,202,1996-05-13
"EB",1996,1996,5,13,0.05,84,1996-05-13
"WB",1996,1996,5,13,31.8,203,1996-05-13
"EB",1996,1996,5,13,0.05,94,1996-05-13
"WB",1996,1996,5,13,31.8,203,1996-05-13
"EB",1996,1996,5,13,0.05,84,1996-05-13
"EB",1996,1996,5,13,0.05,85,1996-05-13
"WB",1996,1996,5,14,28.8,192,1996-05-14
"WB",1996,1996,5,14,28.6,191,1996-05-14
"EB",1996,1996,5,14,0.05,87,1996-05-14
"EB",1996,1996,5,14,0.05,86,1996-05-14
"EB",1996,1996,5,15,0.05,87,1996-05-15
"WB",1996,1996,5,15,26.3,185,1996-05-15
"EB",1996,1996,5,17,0.05,88,1996-05-17
"WB",1996,1996,5,18,23.2,177,1996-05-18
"EB",1996,1996,5,19,0.05,88,1996-05-19
"WB",1996,1996,5,19,22.4,182,1996-05-19
"EB",1996,1996,5,20,0.5,85,1996-05-20
"WB",1996,1996,5,20,26.4,178,1996-05-20
"EB",1996,1996,5,20,0.05,85,1996-05-20
"WB",1996,1996,5,20,29.3,188,1996-05-20
"EB",1996,1996,5,20,0.05,86,1996-05-20
"WB",1996,1996,5,20,32.3,198,1996-05-20
"EB",1996,1996,5,21,0.05,85,1996-05-21
"EB",1996,1996,5,21,0.05,90,1996-05-21
"EB",1996,1996,5,21,0.05,90,1996-05-21
"WB",1996,1996,5,21,34,203,1996-05-21
"WB",1996,1996,5,21,34.4,202,1996-05-21
"EB",1996,1996,5,24,0.3,89,1996-05-24
"WB",1996,1996,5,24,22.7,189,1996-05-24
"EB",1996,1996,5,26,0.05,90,1996-05-26
"WB",1996,1996,5,26,18.7,181,1996-05-26
"EB",1996,1996,5,28,0.05,89,1996-05-28
"EB",1996,1996,5,28,0.05,90,1996-05-28
"WB",1996,1996,5,28,15.4,172,1996-05-28
"WB",1996,1996,5,28,15.7,173,1996-05-28
"EB",1996,1996,5,30,0.05,87,1996-05-30
"WB",1996,1996,5,30,13.6,171,1996-05-30
"EB",1996,1996,5,31,0.05,87,1996-05-31
"WB",1996,1996,5,31,17.8,173,1996-05-31
"EB",1996,1996,5,31,0.05,88,1996-05-31
"WB",1996,1996,5,31,20.1,180,1996-05-31
"EB",1996,1996,5,31,0.05,90,1996-05-31
"WB",1996,1996,5,31,18.6,178,1996-05-31
"EB",1996,1996,6,2,0.05,91,1996-06-02
"WB",1996,1996,6,2,11.9,172,1996-06-02
"EB",1996,1996,6,4,0.05,90,1996-06-04
"EB",1996,1996,6,4,0.05,89,1996-06-04
"WB",1996,1996,6,4,16.4,188,1996-06-04
"WB",1996,1996,6,4,16.3,188,1996-06-04
"EB",1996,1996,6,7,0.05,98,1996-06-07
"WB",1996,1996,6,7,12.6,197,1996-06-07
"EB",1996,1996,6,9,0.05,96,1996-06-09
"WB",1996,1996,6,9,10.2,195,1996-06-09
"EB",1996,1996,6,11,0.05,95,1996-06-11
"EB",1996,1996,6,11,0.05,95,1996-06-11
"WB",1996,1996,6,11,8.4,190,1996-06-11
"WB",1996,1996,6,11,8.4,189,1996-06-11
"EB",1996,1996,6,14,0.05,94,1996-06-14
"WB",1996,1996,6,14,4.4,178,1996-06-14
"EB",1996,1996,6,16,0.05,93,1996-06-16
"WB",1996,1996,6,16,3.1,177,1996-06-16
"EB",1996,1996,6,18,0.05,95,1996-06-18
"EB",1996,1996,6,18,0.05,94,1996-06-18
"WB",1996,1996,6,18,2.6,172,1996-06-18
"WB",1996,1996,6,18,2.6,172,1996-06-18
"WB",1996,1996,6,20,2.4,171,1996-06-20
"WB",1996,1996,6,21,3.6,169,1996-06-21
"EB",1996,1996,6,23,0.05,90,1996-06-23
"EB",1996,1996,6,23,0.05,90,1996-06-23
"EB",1996,1996,6,24,0.05,93,1996-06-24
"EB",1996,1996,6,25,0.05,90,1996-06-25
"EB",1996,1996,6,25,0.05,91,1996-06-25
"WB",1996,1996,6,25,8.7,192,1996-06-25
"WB",1996,1996,6,25,8.7,193,1996-06-25
"EB",1996,1996,6,25,0.05,94,1996-06-25
"WB",1996,1996,6,25,11,206,1996-06-25
"EB",1996,1996,6,26,0.05,93,1996-06-26
"WB",1996,1996,6,26,11.1,207,1996-06-26
"EB",1996,1996,6,28,0.05,95,1996-06-28
"EB",1996,1996,6,30,0.05,97,1996-06-30
"EB",1996,1996,7,2,0.05,95,1996-07-02
"EB",1996,1996,7,2,0.05,95,1996-07-02
"WB",1996,1996,7,2,1,184,1996-07-02
"WB",1996,1996,7,2,1,182,1996-07-02
"EB",1996,1996,7,9,0.05,79,1996-07-09
"EB",1996,1996,7,9,0.05,91,1996-07-09
"EB",1996,1996,7,9,0.05,86,1996-07-09
"EB",1996,1996,7,9,0.05,92,1996-07-09
"EB",1996,1996,7,9,0.05,92,1996-07-09
"WB",1996,1996,7,9,1.4,187,1996-07-09
"WB",1996,1996,7,9,1.3,189,1996-07-09
"EB",1996,1996,7,9,0.05,88,1996-07-09
"EB",1996,1996,7,9,0.05,87,1996-07-09
"EB",1996,1996,7,9,0.05,94,1996-07-09
"EB",1996,1996,7,9,0.05,94,1996-07-09
"WB",1996,1996,7,9,0.9,184,1996-07-09
"WB",1996,1996,7,9,11.2,207,1996-07-09
"WB",1996,1996,7,9,7.8,211,1996-07-09
"WB",1996,1996,7,9,2.2,203,1996-07-09
"EB",1996,1996,7,9,0.05,89,1996-07-09
"WB",1996,1996,7,12,0.8,185,1996-07-12
"EB",1996,1996,7,12,0.05,74,1996-07-12
"EB",1996,1996,7,12,0.05,87,1996-07-12
"EB",1996,1996,7,13,0.05,80,1996-07-13
"EB",1996,1996,7,13,0.05,82,1996-07-13
"EB",1996,1996,7,13,0.05,93,1996-07-13
"EB",1996,1996,7,13,0.05,85,1996-07-13
"WB",1996,1996,7,13,1.2,179,1996-07-13
"EB",1996,1996,7,13,0.05,79,1996-07-13
"EB",1996,1996,7,15,0.05,89,1996-07-15
"EB",1996,1996,7,15,0.05,85,1996-07-15
"WB",1996,1996,7,15,2.9,207,1996-07-15
"EB",1996,1996,7,16,0.05,90,1996-07-16
"EB",1996,1996,7,16,0.05,91,1996-07-16
"WB",1996,1996,7,16,3.4,209,1996-07-16
"WB",1996,1996,7,16,3.3,208,1996-07-16
"EB",1996,1996,7,16,0.05,90,1996-07-16
"WB",1996,1996,7,16,3.7,206,1996-07-16
"WB",1996,1996,7,17,2.5,204,1996-07-17
"EB",1996,1996,7,17,0.05,90,1996-07-17
"WB",1996,1996,7,17,2.2,202,1996-07-17
"EB",1996,1996,7,18,0.05,90,1996-07-18
"EB",1996,1996,7,20,0.05,91,1996-07-20
"EB",1996,1996,7,20,0.05,91,1996-07-20
"EB",1996,1996,7,21,0.05,92,1996-07-21
"EB",1996,1996,7,23,0.05,93,1996-07-23
"EB",1996,1996,7,23,0.05,92,1996-07-23
"WB",1996,1996,7,23,1.9,187,1996-07-23
"WB",1996,1996,7,23,1.9,186,1996-07-23
"EB",1996,1996,7,24,0.05,97,1996-07-24
"WB",1996,1996,7,24,4.4,187,1996-07-24
"EB",1996,1996,7,25,0.05,97,1996-07-25
"WB",1996,1996,7,25,4.3,186,1996-07-25
"EB",1996,1996,7,26,0.05,96,1996-07-26
"WB",1996,1996,7,26,4.5,187,1996-07-26
"EB",1996,1996,7,27,0.05,89,1996-07-27
"WB",1996,1996,7,27,4,191,1996-07-27
"EB",1996,1996,7,28,0.05,94,1996-07-28
"WB",1996,1996,7,28,3.9,207,1996-07-28
"EB",1996,1996,7,29,0.05,95,1996-07-29
"WB",1996,1996,7,29,3.7,200,1996-07-29
"EB",1996,1996,7,30,0.05,96,1996-07-30
"WB",1996,1996,7,30,1.4,193,1996-07-30
"EB",1996,1996,7,30,0.05,90,1996-07-30
"WB",1996,1996,7,30,1.4,192,1996-07-30
"EB",1996,1996,8,2,0.05,93,1996-08-02
"WB",1996,1996,8,2,3.4,176,1996-08-02
"EB",1996,1996,8,4,0.05,95,1996-08-04
"WB",1996,1996,8,4,3,173,1996-08-04
"EB",1996,1996,8,6,0.05,95,1996-08-06
"WB",1996,1996,8,6,2.6,170,1996-08-06
"EB",1996,1996,8,8,0.05,98,1996-08-08
"WB",1996,1996,8,8,2.7,179,1996-08-08
"EB",1996,1996,8,8,2.1,98,1996-08-08
"WB",1996,1996,8,8,2.6,176,1996-08-08
"EB",1996,1996,8,11,0.05,96,1996-08-11
"WB",1996,1996,8,11,0.5,164,1996-08-11
"WB",1996,1996,8,13,0.8,165,1996-08-13
"EB",1996,1996,8,13,0.3,98,1996-08-13
"EB",1996,1996,8,13,0.2,98,1996-08-13
"WB",1996,1996,8,13,1.6,164,1996-08-13
"EB",1996,1996,9,10,0.4,102,1996-09-10
"EB",1996,1996,9,10,0.05,101,1996-09-10
"WB",1996,1996,9,10,0.5,156,1996-09-10
"EB",1996,1996,9,13,0.05,101,1996-09-13
"WB",1996,1996,9,13,0.05,144,1996-09-13
"EB",1996,1996,9,14,0.05,95,1996-09-14
"WB",1996,1996,9,14,4.5,170,1996-09-14
"WB",1996,1996,9,14,5.1,179,1996-09-14
"EB",1996,1996,9,14,0.05,88,1996-09-14
"WB",1996,1996,9,14,2.7,168,1996-09-14
"EB",1996,1996,9,15,0.05,85,1996-09-15
"WB",1996,1996,9,15,11.1,188,1996-09-15
"EB",1996,1996,9,15,0.05,94,1996-09-15
"EB",1996,1996,9,15,0.05,95,1996-09-15
"WB",1996,1996,9,15,12.2,205,1996-09-15
"EB",1996,1996,9,15,0.05,96,1996-09-15
"WB",1996,1996,9,15,6.5,202,1996-09-15
"EB",1996,1996,9,15,0.05,102,1996-09-15
"WB",1996,1996,9,16,11.2,203,1996-09-16
"EB",1996,1996,9,16,0.05,100,1996-09-16
"WB",1996,1996,9,17,1.2,200,1996-09-17
"WB",1996,1996,9,17,1.4,200,1996-09-17
"EB",1996,1996,9,17,0.05,100,1996-09-17
"EB",1996,1996,9,17,0.05,99,1996-09-17
"EB",1996,1996,9,20,0.05,100,1996-09-20
"WB",1996,1996,9,20,0.9,193,1996-09-20
"EB",1996,1996,9,22,0.05,99,1996-09-22
"WB",1996,1996,9,22,0.8,184,1996-09-22
"EB",1996,1996,9,24,0.05,101,1996-09-24
"EB",1996,1996,9,24,0.05,103,1996-09-24
"WB",1996,1996,9,24,0.6,183,1996-09-24
"WB",1996,1996,9,24,0.8,184,1996-09-24
"EB",1996,1996,9,27,0.05,104,1996-09-27
"WB",1996,1996,9,27,0.8,183,1996-09-27
"EB",1996,1996,9,29,0.05,103,1996-09-29
"WB",1996,1996,9,29,0.7,183,1996-09-29
"EB",1996,1997,10,1,0.05,106,1996-10-01
"EB",1996,1997,10,1,0.05,104,1996-10-01
"WB",1996,1997,10,1,0.6,182,1996-10-01
"WB",1996,1997,10,1,0.6,184,1996-10-01
"EB",1996,1997,10,4,0.05,103,1996-10-04
"WB",1996,1997,10,4,0.6,173,1996-10-04
"EB",1996,1997,10,6,0.05,107,1996-10-06
"WB",1996,1997,10,6,0.3,177,1996-10-06
"EB",1996,1997,10,8,0.05,105,1996-10-08
"EB",1996,1997,10,8,0.05,106,1996-10-08
"WB",1996,1997,10,8,0.4,178,1996-10-08
"WB",1996,1997,10,8,0.05,181,1996-10-08
"EB",1996,1997,10,11,0.05,99,1996-10-11
"WB",1996,1997,10,11,0.7,185,1996-10-11
"EB",1996,1997,10,13,0.05,100,1996-10-13
"WB",1996,1997,10,13,0.6,182,1996-10-13
"EB",1996,1997,10,17,0.05,101,1996-10-17
"EB",1996,1997,10,17,0.05,101,1996-10-17
"WB",1996,1997,10,17,0.9,182,1996-10-17
"WB",1996,1997,10,17,0.8,181,1996-10-17
"EB",1996,1997,10,18,0.05,100,1996-10-18
"WB",1996,1997,10,18,0.8,178,1996-10-18
"EB",1996,1997,10,20,0.05,100,1996-10-20
"WB",1996,1997,10,20,0.7,175,1996-10-20
"EB",1996,1997,10,22,0.05,95,1996-10-22
"EB",1996,1997,10,22,0.05,96,1996-10-22
"WB",1996,1997,10,22,3.1,173,1996-10-22
"WB",1996,1997,10,22,2.9,174,1996-10-22
"EB",1996,1997,10,22,0.05,94,1996-10-22
"WB",1996,1997,10,22,11.5,189,1996-10-22
"EB",1996,1997,10,22,0.05,93,1996-10-22
"WB",1996,1997,10,22,11.9,195,1996-10-22
"EB",1996,1997,10,22,0.05,93,1996-10-22
"WB",1996,1997,10,22,11.3,194,1996-10-22
"EB",1996,1997,10,23,0.05,94,1996-10-23
"WB",1996,1997,10,23,13.1,203,1996-10-23
"EB",1996,1997,10,23,0.05,95,1996-10-23
"WB",1996,1997,10,23,12.1,203,1996-10-23
"EB",1996,1997,10,23,0.05,96,1996-10-23
"WB",1996,1997,10,23,11,202,1996-10-23
"EB",1996,1997,10,24,0.05,96,1996-10-24
"EB",1996,1997,10,25,0.05,98,1996-10-25
"WB",1996,1997,10,25,7.5,198,1996-10-25
"EB",1996,1997,10,27,0.05,98,1996-10-27
"WB",1996,1997,10,27,9.4,193,1996-10-27
"WB",1996,1997,10,29,9.2,199,1996-10-29
"WB",1996,1997,10,29,9.2,201,1996-10-29
"EB",1996,1997,10,29,0.05,100,1996-10-29
"EB",1996,1997,10,29,0.05,99,1996-10-29
"EB",1996,1997,11,1,0.05,95,1996-11-01
"WB",1996,1997,11,1,9.5,195,1996-11-01
"EB",1996,1997,11,3,0.05,95,1996-11-03
"WB",1996,1997,11,3,9.2,189,1996-11-03
"EB",1996,1997,11,5,0.05,98,1996-11-05
"EB",1996,1997,11,5,0.05,98,1996-11-05
"WB",1996,1997,11,5,9.1,187,1996-11-05
"WB",1996,1997,11,5,9.1,188,1996-11-05
"EB",1996,1997,11,8,0.05,102,1996-11-08
"WB",1996,1997,11,8,9.3,182,1996-11-08
"EB",1996,1997,11,10,0.05,96,1996-11-10
"WB",1996,1997,11,10,13.3,195,1996-11-10
"EB",1996,1997,11,13,0.05,99,1996-11-13
"EB",1996,1997,11,13,0.05,100,1996-11-13
"WB",1996,1997,11,13,13.1,194,1996-11-13
"WB",1996,1997,11,13,12.8,193,1996-11-13
"EB",1996,1997,11,15,0.3,97,1996-11-15
"WB",1996,1997,11,15,12.9,184,1996-11-15
"EB",1996,1997,11,17,0.05,99,1996-11-17
"WB",1996,1997,11,17,13.5,181,1996-11-17
"EB",1996,1997,11,19,0.05,101,1996-11-19
"EB",1996,1997,11,19,0.05,100,1996-11-19
"WB",1996,1997,11,19,13.9,181,1996-11-19
"WB",1996,1997,11,19,0.05,21,1996-11-19
"WB",1996,1997,11,26,15.2,169,1996-11-26
"WB",1996,1997,11,26,15,169,1996-11-26
"EB",1996,1997,11,26,0.05,96,1996-11-26
"EB",1996,1997,11,26,0.05,96,1996-11-26
"EB",1996,1997,11,29,0.05,100,1996-11-29
"WB",1996,1997,11,29,15.4,171,1996-11-29
"EB",1996,1997,12,1,1.1,94,1996-12-01
"WB",1996,1997,12,1,16.8,165,1996-12-01
"EB",1996,1997,12,1,0.8,93,1996-12-01
"WB",1996,1997,12,1,21.4,176,1996-12-01
"EB",1996,1997,12,2,1.3,93,1996-12-02
"WB",1996,1997,12,2,26,190,1996-12-02
"EB",1996,1997,12,2,1.6,93,1996-12-02
"WB",1996,1997,12,2,34,203,1996-12-02
"EB",1996,1997,12,2,2.6,86,1996-12-02
"WB",1996,1997,12,2,43.7,206,1996-12-02
"EB",1996,1997,12,2,3.2,82,1996-12-02
"WB",1996,1997,12,2,44.5,215,1996-12-02
"EB",1996,1997,12,2,2.7,83,1996-12-02
"WB",1996,1997,12,2,44.7,213,1996-12-02
"EB",1996,1997,12,2,2.2,83,1996-12-02
"WB",1996,1997,12,2,43.5,205,1996-12-02
"EB",1996,1997,12,3,1.9,84,1996-12-03
"WB",1996,1997,12,3,43.2,204,1996-12-03
"EB",1996,1997,12,3,1,88,1996-12-03
"EB",1996,1997,12,3,0.9,87,1996-12-03
"WB",1996,1997,12,3,43.3,205,1996-12-03
"WB",1996,1997,12,3,43.5,207,1996-12-03
"EB",1996,1997,12,6,0.05,92,1996-12-06
"WB",1996,1997,12,6,33.2,190,1996-12-06
"EB",1996,1997,12,7,0.05,93,1996-12-07
"WB",1996,1997,12,7,31.5,188,1996-12-07
"EB",1996,1997,12,8,0.3,82,1996-12-08
"WB",1996,1997,12,8,30.5,180,1996-12-08
"WB",1996,1997,12,8,36.5,198,1996-12-08
"WB",1996,1997,12,8,38.4,201,1996-12-08
"WB",1996,1997,12,10,33.3,191,1996-12-10
"WB",1996,1997,12,10,33.5,191,1996-12-10
"EB",1996,1997,12,10,0.05,90,1996-12-10
"EB",1996,1997,12,10,0.05,89,1996-12-10
"EB",1996,1997,12,11,1,83,1996-12-11
"EB",1996,1997,12,11,0.4,85,1996-12-11
"EB",1996,1997,12,13,0.05,92,1996-12-13
"WB",1996,1997,12,13,28.7,180,1996-12-13
"EB",1996,1997,12,15,0.05,93,1996-12-15
"WB",1996,1997,12,15,27.1,173,1996-12-15
"WB",1996,1997,12,17,27,170,1996-12-17
"WB",1996,1997,12,17,26.8,169,1996-12-17
"EB",1996,1997,12,17,0.05,92,1996-12-17
"EB",1996,1997,12,17,0.05,91,1996-12-17
"EB",1996,1997,12,17,1.5,86,1996-12-17
"WB",1996,1997,12,17,39.1,201,1996-12-17
"EB",1996,1997,12,18,0.7,88,1996-12-18
"WB",1996,1997,12,18,39.8,204,1996-12-18
"EB",1996,1997,12,18,0.9,84,1996-12-18
"WB",1996,1997,12,18,35.7,193,1996-12-18
"EB",1996,1997,12,20,0.9,83,1996-12-20
"WB",1996,1997,12,20,37.5,201,1996-12-20
"EB",1996,1997,12,20,0.5,87,1996-12-20
"WB",1996,1997,12,20,36.6,200,1996-12-20
"WB",1996,1997,12,23,29.9,179,1996-12-23
"WB",1996,1997,12,23,30.4,183,1996-12-23
"EB",1996,1997,12,23,0.4,92,1996-12-23
"EB",1996,1997,12,23,0.4,91,1996-12-23
"EB",1996,1997,12,25,1.3,87,1996-12-25
"WB",1996,1997,12,25,31.7,180,1996-12-25
"EB",1996,1997,12,25,1.5,87,1996-12-25
"WB",1996,1997,12,25,34.4,191,1996-12-25
"EB",1996,1997,12,27,0.7,91,1996-12-27
"WB",1996,1997,12,27,30.2,179,1996-12-27
"WB",1996,1997,12,31,36.6,190,1996-12-31
"WB",1996,1997,12,31,36.6,190,1996-12-31
"EB",1996,1997,12,31,1.3,94,1996-12-31
"EB",1996,1997,12,31,1.2,93,1996-12-31
"WB",1997,1997,1,3,29.7,170,1997-01-03
"WB",1997,1997,1,7,29.8,164,1997-01-07
"WB",1997,1997,1,7,29.4,165,1997-01-07
"EB",1997,1997,1,7,3.3,94,1997-01-07
"EB",1997,1997,1,7,3.5,95,1997-01-07
"EB",1997,1997,1,14,3.6,96,1997-01-14
"EB",1997,1997,1,14,3.5,95,1997-01-14
"WB",1997,1997,1,14,27.6,155,1997-01-14
"WB",1997,1997,1,14,27.4,155,1997-01-14
"EB",1997,1997,1,17,6.6,90,1997-01-17
"WB",1997,1997,1,17,28.6,162,1997-01-17
"EB",1997,1997,1,21,2.4,99,1997-01-21
"EB",1997,1997,1,21,2.5,97,1997-01-21
"WB",1997,1997,1,21,28,164,1997-01-21
"WB",1997,1997,1,21,28,165,1997-01-21
"WB",1997,1997,1,24,29.3,159,1997-01-24
"WB",1997,1997,1,25,29,154,1997-01-25
"WB",1997,1997,1,25,37.6,190,1997-01-25
"WB",1997,1997,1,26,39.8,196,1997-01-26
"WB",1997,1997,1,28,32.9,169,1997-01-28
"WB",1997,1997,1,28,33,168,1997-01-28
"EB",1997,1997,1,28,4.5,91,1997-01-28
"EB",1997,1997,1,28,4.5,91,1997-01-28
"WB",1997,1997,1,31,33,172,1997-01-31
"WB",1997,1997,2,2,30.3,165,1997-02-02
"EB",1997,1997,2,4,2.1,97,1997-02-04
"EB",1997,1997,2,4,2.2,96,1997-02-04
"WB",1997,1997,2,4,29.2,160,1997-02-04
"WB",1997,1997,2,4,29.6,162,1997-02-04
"WB",1997,1997,2,7,31.1,160,1997-02-07
"WB",1997,1997,2,9,29.1,157,1997-02-09
"EB",1997,1997,2,11,2.6,99,1997-02-11
"EB",1997,1997,2,11,2.6,98,1997-02-11
"WB",1997,1997,2,11,29.6,160,1997-02-11
"WB",1997,1997,2,11,29.6,160,1997-02-11
"EB",1997,1997,2,14,4.5,96,1997-02-14
"WB",1997,1997,2,14,19.4,134,1997-02-14
"EB",1997,1997,2,16,3.6,95,1997-02-16
"WB",1997,1997,2,16,23.7,140,1997-02-16
"EB",1997,1997,2,18,3.7,95,1997-02-18
"EB",1997,1997,2,18,3.7,96,1997-02-18
"WB",1997,1997,2,18,28.1,147,1997-02-18
"WB",1997,1997,2,18,28.9,148,1997-02-18
"EB",1997,1997,2,21,6.1,92,1997-02-21
"WB",1997,1997,2,23,24.7,138,1997-02-23
"WB",1997,1997,2,23,34.5,151,1997-02-23
"EB",1997,1997,2,25,6.1,92,1997-02-25
"EB",1997,1997,2,25,6.1,93,1997-02-25
"WB",1997,1997,2,25,33.6,154,1997-02-25
"WB",1997,1997,2,25,33.8,154,1997-02-25
"WB",1997,1997,2,28,24.2,139,1997-02-28
"WB",1997,1997,3,2,28.8,147,1997-03-02
"EB",1997,1997,3,4,4.9,94,1997-03-04
"EB",1997,1997,3,4,4.9,94,1997-03-04
"WB",1997,1997,3,4,35.6,160,1997-03-04
"WB",1997,1997,3,4,35.9,158,1997-03-04
"WB",1997,1997,3,7,27.3,148,1997-03-07
"WB",1997,1997,3,9,25.1,147,1997-03-09
"WB",1997,1997,3,11,29.4,154,1997-03-11
"WB",1997,1997,3,11,28.6,151,1997-03-11
"EB",1997,1997,3,11,2.7,97,1997-03-11
"EB",1997,1997,3,11,2.7,97,1997-03-11
"EB",1997,1997,3,14,2.9,98,1997-03-14
"WB",1997,1997,3,14,27.1,151,1997-03-14
"EB",1997,1997,3,16,2.6,98,1997-03-16
"WB",1997,1997,3,16,28.2,146,1997-03-16
"EB",1997,1997,3,18,2.7,96,1997-03-18
"EB",1997,1997,3,18,2.5,96,1997-03-18
"WB",1997,1997,3,18,30.5,151,1997-03-18
"WB",1997,1997,3,18,30.7,150,1997-03-18
"EB",1997,1997,3,21,2.4,99,1997-03-21
"WB",1997,1997,3,21,24,139,1997-03-21
"EB",1997,1997,3,25,2.5,99,1997-03-25
"EB",1997,1997,3,25,2.4,97,1997-03-25
"WB",1997,1997,3,25,25.2,148,1997-03-25
"WB",1997,1997,3,25,25.7,148,1997-03-25
"WB",1997,1997,3,25,51.4,186,1997-03-25
"WB",1997,1997,3,26,55.7,222,1997-03-26
"WB",1997,1997,3,31,57.1,205,1997-03-31
"WB",1997,1997,4,1,56.8,198,1997-04-01
"EB",1997,1997,4,8,7.6,85,1997-04-08
"EB",1997,1997,4,8,7.6,85,1997-04-08
"WB",1997,1997,4,8,62.6,195,1997-04-08
"WB",1997,1997,4,11,49,160,1997-04-11
"WB",1997,1997,4,13,51.9,163,1997-04-13
"EB",1997,1997,4,15,4.1,87,1997-04-15
"WB",1997,1997,4,15,54.6,170,1997-04-15
"WB",1997,1997,4,15,54.9,171,1997-04-15
"WB",1997,1997,4,18,58.4,178,1997-04-18
"WB",1997,1997,4,21,58.4,172,1997-04-21
"WB",1997,1997,4,24,62.5,178,1997-04-24
"WB",1997,1997,4,27,55,167,1997-04-27
"EB",1997,1997,4,29,5.8,83,1997-04-29
"EB",1997,1997,4,29,5.9,83,1997-04-29
"WB",1997,1997,4,29,70.6,188,1997-04-29
"EB",1997,1997,5,2,5.2,84,1997-05-02
"WB",1997,1997,5,2,64,170,1997-05-02
"EB",1997,1997,5,6,4.8,85,1997-05-06
"WB",1997,1997,5,6,74,180,1997-05-06
"EB",1997,1997,5,8,4.8,85,1997-05-08
"WB",1997,1997,5,8,71,180,1997-05-08
"EB",1997,1997,5,11,2.9,88,1997-05-11
"WB",1997,1997,5,11,65,170,1997-05-11
"WB",1997,1997,5,13,56,160,1997-05-13
"WB",1997,1997,5,13,56,160,1997-05-13
"EB",1997,1997,5,13,2,90,1997-05-13
"EB",1997,1997,5,16,6.9,83,1997-05-16
"WB",1997,1997,5,16,67,170,1997-05-16
"EB",1997,1997,5,20,2.6,88,1997-05-20
"WB",1997,1997,5,20,70,170,1997-05-20
"EB",1997,1997,5,22,1.8,89,1997-05-22
"WB",1997,1997,5,22,60,160,1997-05-22
