Watershed,Year,WY,Month,Day,NO3_ueq_L,SO4_ueq_L
EB,1992,1992,3,10,13.5,104
WB,1992,1992,3,10,70.5,169
WB,1992,1992,3,10,51.7,149
WB,1992,1992,3,11,45.9,141
WB,1992,1992,3,11,52.9,146
WB,1992,1992,3,11,53,164
WB,1992,1992,3,12,63.2,179
WB,1992,1992,3,12,73.8,188
WB,1992,1992,3,12,74.2,181
WB,1992,1992,3,12,71.3,171
WB,1992,1992,3,17,70.6,143
WB,1992,1992,3,17,70.6,141
EB,1992,1992,3,17,10.1,104
WB,1992,1992,3,20,66.8,141
WB,1992,1992,3,22,63.8,139
WB,1992,1992,3,24,61,136
WB,1992,1992,3,24,62,139
EB,1992,1992,3,24,7.3,106
EB,1992,1992,3,31,9.5,94
WB,1992,1992,3,31,61,145
WB,1992,1992,3,31,60.6,145
EB,1992,1992,3,31,8.9,90
WB,1992,1992,3,31,57.8,140
EB,1992,1992,4,1,7.3,87
WB,1992,1992,4,1,55.6,140
EB,1992,1992,4,2,8.9,90
WB,1992,1992,4,2,58.1,141
EB,1992,1992,4,3,8,92
WB,1992,1992,4,3,56.7,139
EB,1992,1992,4,4,7.4,94
WB,1992,1992,4,4,54.5,136
EB,1992,1992,4,5,7,94
WB,1992,1992,4,5,52.3,133
EB,1992,1992,4,6,6.7,95
WB,1992,1992,4,6,49.3,130
EB,1992,1992,4,7,6.9,97
EB,1992,1992,4,7,6.9,97
WB,1992,1992,4,7,53,136
WB,1992,1992,4,8,52.2,138
WB,1992,1992,4,9,59.8,143
WB,1992,1992,4,10,60.1,144
WB,1992,1992,4,13,54.7,138
EB,1992,1992,4,14,7,97
WB,1992,1992,4,14,52.8,135
WB,1992,1992,4,14,52.3,135
EB,1992,1992,4,16,7,98
WB,1992,1992,4,16,53,137
EB,1992,1992,4,17,7.2,97
WB,1992,1992,4,17,52,139
EB,1992,1992,4,18,7.1,98
WB,1992,1992,4,18,56.2,145
EB,1992,1992,4,19,7.2,99
WB,1992,1992,4,19,59.9,149
EB,1992,1992,4,20,7.1,94
WB,1992,1992,4,20,60,147
EB,1992,1992,4,21,7.7,91
EB,1992,1992,4,21,7.6,92
WB,1992,1992,4,21,78.9,173
WB,1992,1992,4,21,78.1,172
WB,1992,1992,4,21,77.9,181
WB,1992,1992,4,22,76.6,186
WB,1992,1992,4,23,76.2,200
WB,1992,1992,4,24,73.2,186
WB,1992,1992,4,25,72,177
WB,1992,1992,4,26,69.8,168
WB,1992,1992,4,27,68.9,165
WB,1992,1992,4,28,72,161
WB,1992,1992,4,28,72.4,160
EB,1992,1992,4,28,9.8,95
EB,1992,1992,4,28,10,102
WB,1992,1992,4,28,74.5,171
EB,1992,1992,4,29,9.5,103
WB,1992,1992,4,29,76,169
EB,1992,1992,4,30,8.8,104
WB,1992,1992,4,30,72.7,166
EB,1992,1992,5,1,8.4,104
WB,1992,1992,5,1,69.4,160
EB,1992,1992,5,2,8.6,105
WB,1992,1992,5,2,68,157
EB,1992,1992,5,3,8.5,104
WB,1992,1992,5,3,75,160
EB,1992,1992,5,4,8.3,104
WB,1992,1992,5,4,74.4,164
EB,1992,1992,5,5,8,104
EB,1992,1992,5,5,8,104
WB,1992,1992,5,5,73.7,164
WB,1992,1992,5,5,73.6,165
EB,1992,1992,5,5,7.5,102
WB,1992,1992,5,5,71.8,163
EB,1992,1992,5,6,7,102
WB,1992,1992,5,6,68.6,157
EB,1992,1992,5,7,6.6,105
WB,1992,1992,5,7,66.1,156
EB,1992,1992,5,8,6.1,103
WB,1992,1992,5,8,64.3,154
EB,1992,1992,5,9,5.9,103
EB,1992,1992,5,10,5.4,98
WB,1992,1992,5,10,69,156
EB,1992,1992,5,11,5,100
WB,1992,1992,5,11,69.5,156
WB,1992,1992,5,12,68.7,150
WB,1992,1992,5,12,68.8,152
EB,1992,1992,5,12,4.9,103
EB,1992,1992,5,12,4.7,107
WB,1992,1992,5,12,70.5,157
EB,1992,1992,5,13,4,107
WB,1992,1992,5,13,67.8,157
EB,1992,1992,5,14,3.6,107
WB,1992,1992,5,14,65.7,157
EB,1992,1992,5,15,3.1,106
WB,1992,1992,5,15,67.6,156
EB,1992,1992,5,16,2.5,107
WB,1992,1992,5,16,66.3,154
EB,1992,1992,5,17,2.3,109
WB,1992,1992,5,17,63.1,154
EB,1992,1992,5,18,2.2,108
WB,1992,1992,5,18,61.4,153
WB,1992,1992,5,19,60.5,154
EB,1992,1992,5,19,2.1,109
EB,1992,1992,5,19,2.1,110
EB,1992,1992,5,19,1.9,108
WB,1992,1992,5,19,59.1,152
EB,1992,1992,5,20,1.8,108
WB,1992,1992,5,20,55.6,149
EB,1992,1992,5,21,1.3,109
WB,1992,1992,5,21,52.7,152
EB,1992,1992,5,22,0.7,109
WB,1992,1992,5,22,47.6,149
EB,1992,1992,5,23,0.3,110
WB,1992,1992,5,23,40.7,143
EB,1992,1992,5,24,0.4,108
WB,1992,1992,5,24,38.6,143
EB,1992,1992,5,25,0.05,105
WB,1992,1992,5,25,41.1,147
EB,1992,1992,5,26,0.05,109
WB,1992,1992,5,26,41,146
WB,1992,1992,5,26,41.1,145
EB,1992,1992,5,26,0.05,105
WB,1992,1992,5,26,40,145
EB,1992,1992,5,27,0.05,108
WB,1992,1992,5,27,36.6,139
EB,1992,1992,5,28,0.6,106
WB,1992,1992,5,28,35,144
EB,1992,1992,5,29,0.05,110
WB,1992,1992,5,29,31.6,143
EB,1992,1992,5,30,0.05,110
WB,1992,1992,5,30,28.2,143
EB,1992,1992,5,31,0.05,108
WB,1992,1992,5,31,25.5,143
EB,1992,1992,6,1,0.7,109
WB,1992,1992,6,1,24.3,143
EB,1992,1992,6,2,0.05,103
EB,1992,1992,6,2,0.3,108
WB,1992,1992,6,2,22.6,140
WB,1992,1992,6,2,23.1,141
EB,1992,1992,6,5,0.9,100
WB,1992,1992,6,5,17,143
EB,1992,1992,6,6,0.05,107
WB,1992,1992,6,6,29.4,136
EB,1992,1992,6,6,2.8,100
WB,1992,1992,6,6,45.2,146
EB,1992,1992,6,6,3,100
WB,1992,1992,6,6,57.4,150
EB,1992,1992,6,6,2.6,101
WB,1992,1992,6,6,58.1,149
EB,1992,1992,6,7,0.4,104
WB,1992,1992,6,7,57,151
EB,1992,1992,6,8,0.05,106
WB,1992,1992,6,8,47.1,151
EB,1992,1992,6,9,0.05,104
WB,1992,1992,6,9,37.4,152
WB,1992,1992,6,9,37.3,151
EB,1992,1992,6,12,0.05,106
WB,1992,1992,6,12,18.1,148
EB,1992,1992,6,14,0.3,108
WB,1992,1992,6,14,13.1,148
WB,1992,1992,6,16,11.5,146
WB,1992,1992,6,16,11.4,145
EB,1992,1992,6,16,0.05,110
EB,1992,1992,6,20,0.7,109
EB,1992,1992,6,21,0.5,105
WB,1992,1992,6,21,5.3,139
WB,1992,1992,6,22,19.7,137
WB,1992,1992,6,22,43.4,147
WB,1992,1992,6,22,62.6,157
WB,1992,1992,6,23,70.1,162
WB,1992,1992,6,23,68.3,164
EB,1992,1992,6,23,0.05,102
EB,1992,1992,6,23,0.4,100
WB,1992,1992,6,23,66,160
WB,1992,1992,6,23,67.2,163
EB,1992,1992,6,24,0.05,103
WB,1992,1992,6,24,50.1,157
EB,1992,1992,6,25,0.05,95
WB,1992,1992,6,25,40.2,149
EB,1992,1992,6,25,0.4,99
WB,1992,1992,6,25,49.9,154
EB,1992,1992,6,25,0.9,96
WB,1992,1992,6,25,62,161
EB,1992,1992,6,25,0.5,97
WB,1992,1992,6,25,71.5,159
EB,1992,1992,6,25,0.6,98
WB,1992,1992,6,25,75.6,165
EB,1992,1992,6,25,0.9,98
WB,1992,1992,6,25,75.7,164
EB,1992,1992,6,25,0.4,97
WB,1992,1992,6,25,76.8,167
EB,1992,1992,6,26,0.05,98
WB,1992,1992,6,26,76,166
EB,1992,1992,6,26,0.05,98
WB,1992,1992,6,26,69.4,165
WB,1992,1992,6,30,23.6,166
EB,1992,1992,6,30,0.05,106
EB,1992,1992,6,30,0.05,106
EB,1992,1992,7,3,0.05,107
WB,1992,1992,7,3,13.1,158
WB,1992,1992,7,5,12.3,151
WB,1992,1992,7,7,22.2,154
WB,1992,1992,7,7,22.7,157
EB,1992,1992,7,7,0.05,107
WB,1992,1992,7,10,16.1,153
WB,1992,1992,7,12,8.5,152
WB,1992,1992,7,14,12.9,152
WB,1992,1992,7,14,13,152
EB,1992,1992,7,14,0.05,104
EB,1992,1992,7,17,0.05,105
WB,1992,1992,7,17,6.5,153
WB,1992,1992,7,19,8.2,153
EB,1992,1992,7,21,0.05,107
WB,1992,1992,7,21,4.8,151
WB,1992,1992,7,21,4.8,151
EB,1992,1992,7,24,0.05,107
WB,1992,1992,7,24,3.2,146
EB,1992,1992,7,26,0.05,108
WB,1992,1992,7,26,2,145
WB,1992,1992,7,28,2.8,143
WB,1992,1992,7,28,2.7,143
EB,1992,1992,7,28,0.05,110
EB,1992,1992,7,28,0.05,109
EB,1992,1992,7,31,0.05,108
WB,1992,1992,7,31,0.9,141
EB,1992,1992,8,2,0.05,108
WB,1992,1992,8,4,2.7,143
WB,1992,1992,8,4,2.6,142
EB,1992,1992,8,4,0.05,109
EB,1992,1992,8,4,0.05,108
EB,1992,1992,8,4,0.05,110
WB,1992,1992,8,4,2.2,143
EB,1992,1992,8,5,0.05,110
WB,1992,1992,8,5,2,142
EB,1992,1992,8,6,0.05,110
WB,1992,1992,8,6,0.9,141
WB,1992,1992,8,6,1.1,139
EB,1992,1992,8,7,0.05,111
EB,1992,1992,8,8,0.05,111
WB,1992,1992,8,8,0.8,137
EB,1992,1992,8,9,0.05,111
WB,1992,1992,8,9,0.8,136
EB,1992,1992,8,10,0.05,112
WB,1992,1992,8,10,0.7,135
WB,1992,1992,8,11,1,138
WB,1992,1992,8,11,0.8,140
EB,1992,1992,8,11,0.05,113
WB,1992,1992,8,11,0.7,139
EB,1992,1992,8,12,0.05,114
WB,1992,1992,8,12,1.7,139
EB,1992,1992,8,13,0.05,111
WB,1992,1992,8,13,1.1,140
EB,1992,1992,8,14,0.05,112
EB,1992,1992,8,14,0.05,112
WB,1992,1992,8,14,1.4,138
EB,1992,1992,8,14,0.05,110
EB,1992,1992,8,14,0.05,111
EB,1992,1992,8,14,0.05,112
EB,1992,1992,8,15,0.05,111
WB,1992,1992,8,15,0.6,136
EB,1992,1992,8,16,0.05,112
WB,1992,1992,8,16,0.9,134
EB,1992,1992,8,17,0.05,113
WB,1992,1992,8,17,0.6,134
EB,1992,1992,8,18,0.05,101
EB,1992,1992,8,18,0.05,102
EB,1992,1992,8,18,0.05,103
WB,1992,1992,8,18,13.6,153
EB,1992,1992,8,19,0.05,109
WB,1992,1992,8,19,9.3,160
WB,1992,1992,8,19,9.1,156
WB,1992,1992,8,21,2.2,152
WB,1992,1992,8,23,1.6,143
WB,1992,1992,8,25,1.4,144
WB,1992,1992,8,25,1.3,144
WB,1992,1992,9,4,0.9,127
WB,1992,1992,9,6,0.6,130
WB,1992,1992,9,8,0.8,135
WB,1992,1992,9,8,0.8,134
WB,1992,1992,9,22,2.9,129
WB,1992,1992,9,22,2.8,127
EB,1992,1993,10,9,2,111
WB,1992,1993,10,9,0.3,120
EB,1992,1993,10,11,0.05,103
WB,1992,1993,10,11,10.1,144
EB,1992,1993,10,13,0.05,108
EB,1992,1993,10,13,0.05,107
WB,1992,1993,10,13,6.7,157
WB,1992,1993,10,13,5.8,154
EB,1992,1993,10,16,0.05,109
WB,1992,1993,10,16,2.2,149
EB,1992,1993,10,18,0.05,109
WB,1992,1993,10,18,1.5,147
WB,1992,1993,10,20,2.3,146
EB,1992,1993,10,20,0.05,108
EB,1992,1993,10,20,0.05,108
WB,1992,1993,10,24,8.9,156
WB,1992,1993,10,25,16.7,163
WB,1992,1993,10,25,27.8,174
WB,1992,1993,10,25,39.8,194
WB,1992,1993,10,26,39.5,193
WB,1992,1993,10,26,39.4,196
WB,1992,1993,10,26,40.1,198
WB,1992,1993,10,26,39.1,194
WB,1992,1993,10,27,33.2,181
WB,1992,1993,10,27,33.7,186
EB,1992,1993,10,27,0.05,110
WB,1992,1993,10,30,23.9,165
WB,1992,1993,11,1,22.7,162
EB,1992,1993,11,3,0.05,107
EB,1992,1993,11,3,0.05,106
WB,1992,1993,11,3,21.8,160
WB,1992,1993,11,6,30.2,171
WB,1992,1993,11,8,28.8,165
EB,1992,1993,11,10,0.05,106
WB,1992,1993,11,10,27.9,163
WB,1992,1993,11,10,27.3,162
EB,1992,1993,11,12,0.05,106
WB,1992,1993,11,12,30.2,158
EB,1992,1993,11,13,0.4,106
WB,1992,1993,11,13,28.6,154
EB,1992,1993,11,13,0.05,106
WB,1992,1993,11,13,34.8,165
EB,1992,1993,11,13,0.4,100
WB,1992,1993,11,13,42,177
EB,1992,1993,11,13,1.2,103
WB,1992,1993,11,13,44.8,180
EB,1992,1993,11,14,0.05,103
WB,1992,1993,11,14,45.1,180
EB,1992,1993,11,14,0.05,101
WB,1992,1993,11,14,43.3,177
EB,1992,1993,11,18,0.05,105
EB,1992,1993,11,18,0.05,106
WB,1992,1993,11,18,35.2,162
WB,1992,1993,11,18,33.9,160
EB,1992,1993,11,24,0.05,106
EB,1992,1993,11,24,0.05,104
WB,1992,1993,11,24,37.9,160
WB,1992,1993,11,24,37.8,159
EB,1992,1993,12,1,0.3,106
EB,1992,1993,12,1,0.4,106
WB,1992,1993,12,1,39,157
EB,1992,1993,12,4,0.05,104
WB,1992,1993,12,4,34.7,146
EB,1992,1993,12,6,0.05,104
WB,1992,1993,12,6,35.5,151
WB,1992,1993,12,8,35.2,148
WB,1992,1993,12,8,35,144
EB,1992,1993,12,8,0.05,105
EB,1992,1993,12,11,1.8,105
WB,1992,1993,12,11,35.5,146
EB,1992,1993,12,13,1.8,103
WB,1992,1993,12,13,34.9,144
EB,1992,1993,12,15,1.9,106
EB,1992,1993,12,15,1.9,106
WB,1992,1993,12,15,34.3,144
WB,1992,1993,12,15,33.8,142
WB,1992,1993,12,17,35,143
WB,1992,1993,12,17,37.3,147
WB,1992,1993,12,18,42,160
WB,1992,1993,12,18,51.2,173
EB,1992,1993,12,18,3.4,106
WB,1992,1993,12,18,55,172
EB,1992,1993,12,20,1.5,102
WB,1992,1993,12,20,55.6,164
EB,1992,1993,12,21,1.9,105
EB,1992,1993,12,21,2,105
WB,1992,1993,12,21,54.6,161
WB,1992,1993,12,21,54.6,161
EB,1992,1993,12,25,2.2,107
EB,1992,1993,12,27,2.3,107
EB,1993,1993,1,1,3.1,106
EB,1993,1993,1,3,3.2,108
EB,1993,1993,1,5,8,99
WB,1993,1993,1,5,52.3,155
EB,1993,1993,1,8,4.4,102
WB,1993,1993,1,8,69.3,161
EB,1993,1993,1,10,4.1,109
WB,1993,1993,1,10,62.4,158
EB,1993,1993,1,12,3.8,106
WB,1993,1993,1,12,55,151
WB,1993,1993,1,12,55,151
EB,1993,1993,1,12,3.7,108
EB,1993,1993,1,14,3.5,107
WB,1993,1993,1,19,48.7,145
WB,1993,1993,1,19,48.9,145
EB,1993,1993,1,19,3.8,110
EB,1993,1993,1,19,3.7,109
WB,1993,1993,1,22,42.4,145
WB,1993,1993,1,24,56.1,143
WB,1993,1993,1,25,53.7,139
WB,1993,1993,1,25,59.4,146
WB,1993,1993,1,25,64.1,152
WB,1993,1993,1,25,67.7,156
WB,1993,1993,1,25,70.1,159
EB,1993,1993,1,26,7,103
EB,1993,1993,1,26,7,103
WB,1993,1993,1,26,72.2,160
WB,1993,1993,1,26,71.9,159
WB,1993,1993,1,29,60.4,148
WB,1993,1993,1,31,56.2,148
EB,1993,1993,2,3,4.1,106
EB,1993,1993,2,3,4.2,106
WB,1993,1993,2,3,48.2,142
WB,1993,1993,2,5,48.7,139
WB,1993,1993,2,7,48.2,139
WB,1993,1993,2,9,46.5,141
WB,1993,1993,2,9,46.8,140
EB,1993,1993,2,9,4.1,109
WB,1993,1993,2,12,43.8,139
WB,1993,1993,2,14,49.6,135
EB,1993,1993,2,16,5.3,109
WB,1993,1993,2,16,44.3,134
WB,1993,1993,2,16,46.3,134
WB,1993,1993,2,19,53.9,143
WB,1993,1993,2,21,50.1,142
EB,1993,1993,2,23,4.9,107
EB,1993,1993,2,23,5,111
WB,1993,1993,2,23,47.7,137
WB,1993,1993,2,23,47.7,137
WB,1993,1993,2,26,44.9,132
WB,1993,1993,2,28,44.2,132
WB,1993,1993,3,2,44.6,133
EB,1993,1993,3,2,4.4,107
EB,1993,1993,3,2,4.4,108
WB,1993,1993,3,5,41.9,134
WB,1993,1993,3,7,41.5,133
WB,1993,1993,3,10,41,135
WB,1993,1993,3,10,40.8,134
EB,1993,1993,3,10,4,111
EB,1993,1993,3,10,3.8,109
WB,1993,1993,3,12,39.1,133
WB,1993,1993,3,14,38.5,133
WB,1993,1993,3,16,37.2,131
EB,1993,1993,3,16,3.7,109
EB,1993,1993,3,16,3.8,112
WB,1993,1993,3,19,50.7,128
WB,1993,1993,3,21,45.4,125
EB,1993,1993,3,23,5.3,101
WB,1993,1993,3,23,45.3,126
WB,1993,1993,3,23,44.6,125
WB,1993,1993,3,23,42,132
WB,1993,1993,3,25,43.8,126
WB,1993,1993,3,26,54.4,142
WB,1993,1993,3,26,59.7,162
EB,1993,1993,3,26,6.9,90
WB,1993,1993,3,26,69,180
EB,1993,1993,3,27,6.2,92
WB,1993,1993,3,27,73.9,187
EB,1993,1993,3,27,6.1,94
WB,1993,1993,3,27,75.6,188
EB,1993,1993,3,27,5.9,94
WB,1993,1993,3,27,74.5,187
EB,1993,1993,3,27,6,95
WB,1993,1993,3,27,67,185
EB,1993,1993,3,27,6.2,89
WB,1993,1993,3,27,68.4,197
EB,1993,1993,3,27,6.8,87
WB,1993,1993,3,27,71.8,205
EB,1993,1993,3,28,7.2,92
WB,1993,1993,3,28,71.5,202
EB,1993,1993,3,28,7.5,92
EB,1993,1993,3,28,7.6,93
EB,1993,1993,3,28,7.7,94
EB,1993,1993,3,30,7.5,91
EB,1993,1993,3,30,7.6,93
WB,1993,1993,3,30,66.3,196
WB,1993,1993,3,30,65.3,193
WB,1993,1993,3,30,63.2,186
EB,1993,1993,3,30,7.4,89
WB,1993,1993,3,30,62.5,187
EB,1993,1993,3,30,7.2,88
WB,1993,1993,3,30,63.2,191
EB,1993,1993,3,31,6.3,91
WB,1993,1993,3,31,65.3,185
EB,1993,1993,4,1,5.8,93
WB,1993,1993,4,1,65.4,175
EB,1993,1993,4,2,5,96
WB,1993,1993,4,2,64.2,168
WB,1993,1993,4,3,63.1,168
WB,1993,1993,4,4,59.1,161
WB,1993,1993,4,5,56.4,157
EB,1993,1993,4,6,4.4,97
WB,1993,1993,4,6,59.6,161
WB,1993,1993,4,6,58.6,157
EB,1993,1993,4,6,4.4,95
WB,1993,1993,4,6,56.4,154
EB,1993,1993,4,7,4.1,92
WB,1993,1993,4,7,60.2,158
EB,1993,1993,4,8,4.2,93
WB,1993,1993,4,8,67.4,168
EB,1993,1993,4,9,4.1,92
WB,1993,1993,4,9,69.8,174
EB,1993,1993,4,10,4.3,93
WB,1993,1993,4,10,73.5,181
EB,1993,1993,4,10,4.1,93
EB,1993,1993,4,10,3.9,92
WB,1993,1993,4,11,76.9,198
EB,1993,1993,4,11,4.1,93
WB,1993,1993,4,11,66.9,203
EB,1993,1993,4,11,4.1,94
WB,1993,1993,4,11,58.2,198
EB,1993,1993,4,11,4.1,94
WB,1993,1993,4,11,50.3,192
EB,1993,1993,4,11,3.9,94
WB,1993,1993,4,11,44.6,188
EB,1993,1993,4,11,3.8,92
WB,1993,1993,4,11,43.7,187
WB,1993,1993,4,11,41.6,188
EB,1993,1993,4,11,3.8,91
WB,1993,1993,4,11,35.2,175
WB,1993,1993,4,12,33.4,174
EB,1993,1993,4,12,4.2,93
WB,1993,1993,4,12,36.2,179
WB,1993,1993,4,12,39,180
EB,1993,1993,4,13,5.9,83
WB,1993,1993,4,13,47.2,168
WB,1993,1993,4,13,47.3,169
WB,1993,1993,4,13,48.8,171
WB,1993,1993,4,14,50.8,162
WB,1993,1993,4,15,51.7,158
WB,1993,1993,4,16,51.2,157
WB,1993,1993,4,17,49.8,154
WB,1993,1993,4,17,55.8,159
WB,1993,1993,4,17,63.4,181
WB,1993,1993,4,17,65.8,188
WB,1993,1993,4,17,66.2,188
WB,1993,1993,4,18,66.4,186
WB,1993,1993,4,18,66.3,185
WB,1993,1993,4,18,64.4,174
WB,1993,1993,4,19,61.1,166
EB,1993,1993,4,20,3,88
EB,1993,1993,4,20,3,88
WB,1993,1993,4,20,56.4,155
WB,1993,1993,4,20,56.7,155
EB,1993,1993,4,21,2.2,90
WB,1993,1993,4,21,53.6,156
EB,1993,1993,4,22,2.7,85
WB,1993,1993,4,22,50.9,153
EB,1993,1993,4,22,3.2,86
WB,1993,1993,4,22,62.8,158
EB,1993,1993,4,22,4,87
WB,1993,1993,4,22,69.1,167
EB,1993,1993,4,22,4,87
WB,1993,1993,4,22,73.4,180
EB,1993,1993,4,23,3.8,86
WB,1993,1993,4,23,73,177
EB,1993,1993,4,23,4.3,87
WB,1993,1993,4,23,72.8,175
EB,1993,1993,4,23,3.9,86
WB,1993,1993,4,23,71.4,173
EB,1993,1993,4,24,3.6,87
WB,1993,1993,4,24,68.3,169
WB,1993,1993,4,27,57,158
WB,1993,1993,4,27,57.4,160
EB,1993,1993,4,27,1.9,94
EB,1993,1993,4,27,1.8,90
EB,1993,1993,4,28,1.6,93
WB,1993,1993,4,28,57.1,153
EB,1993,1993,4,29,1.3,93
WB,1993,1993,4,29,60.7,160
EB,1993,1993,4,30,1,95
WB,1993,1993,4,30,58.9,154
EB,1993,1993,5,1,0.8,96
WB,1993,1993,5,1,55.7,152
EB,1993,1993,5,2,0.5,96
WB,1993,1993,5,2,52.7,150
EB,1993,1993,5,3,0.5,98
EB,1993,1993,5,4,0.5,98
EB,1993,1993,5,4,0.6,95
WB,1993,1993,5,4,50,147
WB,1993,1993,5,4,50.9,150
EB,1993,1993,5,5,0.4,99
WB,1993,1993,5,5,47,150
EB,1993,1993,5,6,0.3,98
WB,1993,1993,5,6,45.6,149
EB,1993,1993,5,7,0.05,99
WB,1993,1993,5,7,46.3,149
EB,1993,1993,5,8,0.05,101
EB,1993,1993,5,9,0.05,102
WB,1993,1993,5,9,44.2,148
EB,1993,1993,5,10,0.05,102
WB,1993,1993,5,10,42.7,147
EB,1993,1993,5,11,0.6,99
WB,1993,1993,5,11,43.1,147
WB,1993,1993,5,11,42.7,146
EB,1993,1993,5,12,0.05,103
WB,1993,1993,5,12,42.2,149
EB,1993,1993,5,13,0.05,102
WB,1993,1993,5,13,55.6,153
EB,1993,1993,5,14,0.05,102
WB,1993,1993,5,14,52.4,153
EB,1993,1993,5,15,0.05,103
WB,1993,1993,5,15,48.6,155
EB,1993,1993,5,16,0.05,103
WB,1993,1993,5,16,46.7,154
EB,1993,1993,5,17,0.05,103
WB,1993,1993,5,17,43.6,153
WB,1993,1993,5,18,40.9,148
WB,1993,1993,5,18,41,148
EB,1993,1993,5,18,0.05,101
EB,1993,1993,5,18,0.05,102
EB,1993,1993,5,19,0.05,103
WB,1993,1993,5,19,38.3,149
EB,1993,1993,5,20,0.05,102
WB,1993,1993,5,20,36.6,147
EB,1993,1993,5,21,0.05,105
WB,1993,1993,5,21,40.5,149
EB,1993,1993,5,22,0.05,105
WB,1993,1993,5,22,38.4,146
EB,1993,1993,5,23,0.05,105
WB,1993,1993,5,23,35.1,148
EB,1993,1993,5,24,0.05,106
WB,1993,1993,5,24,31.1,147
WB,1993,1993,5,25,32.2,146
WB,1993,1993,5,25,32,146
EB,1993,1993,5,25,0.05,105
EB,1993,1993,5,25,0.05,101
EB,1993,1993,5,26,0.05,105
WB,1993,1993,5,26,30.5,146
EB,1993,1993,5,27,0.05,105
WB,1993,1993,5,27,27.1,144
EB,1993,1993,5,28,0.05,106
WB,1993,1993,5,28,25.2,149
EB,1993,1993,5,29,0.05,107
WB,1993,1993,5,29,23.7,146
EB,1993,1993,5,30,0.05,107
WB,1993,1993,5,30,22.4,145
EB,1993,1993,5,31,0.05,107
WB,1993,1993,5,31,21.1,143
EB,1993,1993,6,1,0.05,104
EB,1993,1993,6,1,0.05,103
WB,1993,1993,6,1,20.5,139
WB,1993,1993,6,1,20.8,140
EB,1993,1993,6,2,0.05,101
WB,1993,1993,6,2,43.1,149
EB,1993,1993,6,3,0.05,102
WB,1993,1993,6,3,36.7,149
EB,1993,1993,6,4,0.05,102
WB,1993,1993,6,4,31.1,148
EB,1993,1993,6,5,0.05,103
WB,1993,1993,6,5,26,148
EB,1993,1993,6,6,0.05,101
WB,1993,1993,6,6,21.7,139
EB,1993,1993,6,7,0.05,100
EB,1993,1993,6,8,0.05,102
EB,1993,1993,6,8,0.05,102
WB,1993,1993,6,8,39.3,153
WB,1993,1993,6,8,39.3,153
WB,1993,1993,6,9,29.6,155
WB,1993,1993,6,10,25,152
WB,1993,1993,6,11,23.4,153
WB,1993,1993,6,12,19.9,152
WB,1993,1993,6,13,17,148
WB,1993,1993,6,14,13.6,150
EB,1993,1993,6,15,0.05,105
EB,1993,1993,6,15,0.05,107
WB,1993,1993,6,15,11.4,147
WB,1993,1993,6,15,11.4,148
WB,1993,1993,6,16,9.3,149
WB,1993,1993,6,17,8.7,147
WB,1993,1993,6,18,7.6,143
WB,1993,1993,6,19,7.7,145
WB,1993,1993,6,20,7,145
WB,1993,1993,6,21,6.9,144
EB,1993,1993,6,22,0.05,109
EB,1993,1993,6,22,0.05,108
WB,1993,1993,6,22,8.8,146
WB,1993,1993,6,22,8.7,144
WB,1993,1993,6,23,9.7,147
WB,1993,1993,6,24,7.9,147
WB,1993,1993,6,25,5.9,146
WB,1993,1993,6,26,4,144
WB,1993,1993,6,27,3.2,142
WB,1993,1993,6,28,2.6,140
EB,1993,1993,6,29,0.05,108
EB,1993,1993,6,29,0.05,110
WB,1993,1993,6,29,2.8,136
WB,1993,1993,6,29,2.9,138
EB,1993,1994,10,5,0.05,118
EB,1993,1994,10,5,0.05,120
WB,1993,1994,10,5,6.1,163
WB,1993,1994,10,5,6.2,164
EB,1993,1994,10,19,0.05,113
EB,1993,1994,10,19,0.05,112
WB,1993,1994,10,19,1.5,160
WB,1993,1994,10,19,1.5,159
EB,1993,1994,10,26,0.05,111
WB,1993,1994,10,26,14.1,180
WB,1993,1994,10,26,14.5,180
WB,1993,1994,10,27,11.8,169
WB,1993,1994,10,27,18.8,179
WB,1993,1994,10,28,27,191
WB,1993,1994,10,28,27.8,186
WB,1993,1994,10,28,28,186
WB,1993,1994,10,28,27.3,185
WB,1993,1994,10,28,26.3,184
WB,1993,1994,11,2,37.3,203
WB,1993,1994,11,2,37.4,204
EB,1993,1994,11,2,0.05,107
EB,1993,1994,11,2,0.05,109
WB,1993,1994,11,4,33.9,199
WB,1993,1994,11,5,31.6,193
WB,1993,1994,11,5,31.7,192
WB,1993,1994,11,6,34.7,200
WB,1993,1994,11,6,36.2,203
WB,1993,1994,11,6,37.6,206
WB,1993,1994,11,6,37.7,206
WB,1993,1994,11,9,32.1,197
WB,1993,1994,11,9,30.1,195
EB,1993,1994,11,9,0.05,105
EB,1993,1994,11,9,0.05,106
EB,1993,1994,11,12,0.05,107
WB,1993,1994,11,12,28,192
EB,1993,1994,11,14,0.05,108
WB,1993,1994,11,14,26.5,191
WB,1993,1994,11,16,27.2,191
WB,1993,1994,11,16,26.9,190
EB,1993,1994,11,16,0.05,108
EB,1993,1994,11,16,0.05,108
EB,1993,1994,11,17,0.05,106
WB,1993,1994,11,17,25.7,187
EB,1993,1994,11,18,0.05,107
WB,1993,1994,11,18,28,187
EB,1993,1994,11,19,0.05,107
WB,1993,1994,11,19,28.2,184
EB,1993,1994,11,19,0.05,98
