Site,Watershed,ISCO Number,Record Type,Year,WY,Month,Day,Hour,Season,Julian Day,Running Day of Project,Ca flag,Ca (ueq/L),NMCa (ueq/L),Mg flag,Mg (ueq/L),NMMg (ueq/L),K flag,K (ueq/L),NMK (ueq/L),Na flag,Na (ueq/L),NMNa (ueq/L),Si flag,Si (mg/L),NH4 flag,NH4 (ueq/L),Al flag,Al (ppb),Al-Org flag,Al-Org (PPB),Total N flag,Total N (ppm),Cl flag,Cl (ueq/L),SO4 flag,SO4 (ueq/L),NMSO4 (ueq/L),NO3 flag,NO3 (ueq/L),DOC flag,DOC (mg/L),DIC flag,DIC (mg/L),ANC (ueq/L),Closed-cell pH,Air-equilibrated pH,Specific Conductance (us/cm),Discharge (L/sec),Initial pH,H+ (ueq/L),HCO3 (ueq/L),Unequilibrated pH (older samples),Apparent color flag,Apparent Color (PCU),True color flag,True color (PCU),Total P flag,Total P (ppb),Field Temp (degrees C),Comment,SUVA
EB8,EB,17,ISCO,1992,1992,7,17,16,SUMMER,199.7,2390.67,,74,72,,26,14,,1.5,0,,77,25,,1.8,Half DL,1.4,,90,,,,,,61,,105,99,Half DL,0.05,,2,,,7,5.64,5.84,23.5,0.623,,1.45,,,<RL,2,,,,,,,
WB3,WB,4,ISCO,1992,1992,7,17,16,SUMMER,199.7,2390.67,,103,100,,39,26,,2.6,1,,90,33,,2.4,Half DL,1.4,,84,,,,,,67,,153,146,,6.5,,1.5,,,5.7,5.56,5.77,30.9,0.764,,1.7,,,<RL,0,,,,,,,
WB3,WB,6,ISCO,1992,1992,7,19,16,SUMMER,201.7,2392.67,,105,102,,40,27,,3.1,2,,90,33,,2.3,Half DL,1.4,,81,,,,,,67,,153,146,,8.2,,1.4,,,5.3,5.57,5.83,30.7,1.472,,1.48,,,<RL,0,,,,,,,
EB8,EB,,REG,1992,1992,7,21,12,SUMMER,203.5,2394.5,,81,78,,27,14,,1.5,0,,84,27,,2,Half DL,1.4,,100,,55,,,,66,,107,100,Half DL,0.05,,1.7,,1,10.9,5.51,6.13,24.6,0.906,,0.74,9.96,,<RL,1,,,,,14,,
WB3,WB,,DUP,1992,1992,7,21,12,SUMMER,203.5,2394.5,,101,99,,39,26,,3.3,2,,94,37,,2.5,Half DL,1.4,,85,,40,,,,66,,151,144,,4.8,,1.3,<RL,0.4,4.9,5.46,5.74,30.4,0.906,,1.82,3.95,,<RL,0,,,,,,,
WB3,WB,,REG,1992,1992,7,21,12,SUMMER,203.5,2394.5,,102,99,,39,26,,2.6,1,,91,35,,2.5,Half DL,1.4,,87,,39,,,,66,,151,144,,4.8,,1.3,<RL,0.4,5,5.47,5.77,30.5,0.906,,1.7,4.12,,<RL,0,,,,,14,,
EB8,EB,4,ISCO,1992,1992,7,24,16,SUMMER,206.7,2397.67,,83,81,,28,15,,2.3,1,,89,31,,2,Half DL,1.4,,91,,,,,,68,,107,100,Half DL,0.05,,2.5,,,17.1,6.08,6.31,25.6,0.226,,0.49,,,<RL,4,,,,,,,
WB3,WB,4,ISCO,1992,1992,7,24,16,SUMMER,206.7,2397.67,,96,94,,38,25,,2.3,1,,96,39,,2.6,Half DL,1.4,,81,,,,,,66,,146,139,,3.2,,2.3,,,8.2,5.68,5.78,31.2,0.51,,1.66,,,<RL,3,,,,,,,
EB8,EB,6,ISCO,1992,1992,7,26,16,SUMMER,208.7,2399.67,,84,82,,29,15,<RL,1,0,,90,30,,2.1,Half DL,1.4,,93,,,,,,70,,108,101,Half DL,0.05,,1.9,,,14.3,6.04,6.16,27.1,0.17,,0.69,,,<RL,4,,,,,,,
WB3,WB,6,ISCO,1992,1992,7,26,16,SUMMER,208.7,2399.67,,94,92,,37,24,,2.6,1,,97,40,,2.7,Half DL,1.4,,81,,,,,,66,,145,138,,2,,1.7,,,6.8,5.64,5.85,29.9,0.396,,1.41,,,<RL,3,,,,,,,
WB3,WB,,REG,1992,1992,7,28,13,SUMMER,210.5,2401.54,,93,90,,36,24,,2.3,1,,95,39,,2.7,Half DL,1.4,,74,,44,,,,65,,143,136,,2.8,,1.3,,0.6,8,5.46,5.91,29.5,0.51,,1.23,5.05,,<RL,2,,,,,16,,
WB3,WB,,REP,1992,1992,7,28,13,SUMMER,210.5,2401.54,,92,90,,36,24,,2,1,,95,39,,2.7,Half DL,1.4,,80,,43,,,,65,,143,136,,2.7,,1.4,,0.5,8.2,S,5.9,28.9,0.51,,1.26,,,<RL,3,,,,,,,
EB8,EB,,DUP,1992,1992,7,28,14,SUMMER,210.6,2401.58,,84,82,,29,15,,2.6,1,,91,29,,2.1,Half DL,1.4,,98,,59,,,,73,,110,102,Half DL,0.05,,1.8,,1.4,18.8,5.51,6.32,27.1,0.17,,0.48,14.7,,<RL,3,,,,,,,
EB8,EB,,REG,1992,1992,7,28,14,SUMMER,210.6,2401.58,,84,82,,29,14,,3.3,2,,94,30,,2.1,Half DL,1.4,,97,,60,,,,74,,109,101,Half DL,0.05,,2.1,,1.4,19.4,5.5,6.28,26.8,0.17,,0.52,13.7,,<RL,3,,,,,16,,
EB8,EB,4,ISCO,1992,1992,7,31,16,SUMMER,213.7,2404.67,,88,85,,31,17,,1.5,0,,91,29,,2.2,Half DL,1.4,,84,,,,,,72,,108,101,Half DL,0.05,,1.9,,,26,6.28,6.6,26.3,0.028,,0.25,,,<RL,3,,,,,,,
WB3,WB,4,ISCO,1992,1992,7,31,16,SUMMER,213.7,2404.67,,89,87,,35,23,,1.8,1,,96,39,,2.8,Half DL,1.4,,91,,,,,,66,,141,134,<RL,0.9,,1.4,,,11.5,5.75,6.01,28.2,0.311,,0.98,,,<RL,3,,,,,,,
EB8,EB,6,ISCO,1992,1992,8,2,16,SUMMER,215.7,2406.67,,76,74,,27,15,,1.5,0,,83,28,,1.9,Half DL,1.4,,99,,,,,,64,,108,101,Half DL,0.05,,1.9,,,11.6,5.7,5.96,24,0.906,,1.1,,,,6,,,,,,,
WB3,WB,,DUP,1992,1992,8,4,10,SUMMER,217.4,2408.42,,94,91,,37,24,,2,1,,93,37,,2.6,Half DL,1.4,,82,,50,,,,65,,143,136,,2.7,,1.3,,0.6,11,5.69,6.06,29.3,0.623,,0.87,8.25,,<RL,2,,,,,,,
WB3,WB,,REG,1992,1992,8,4,10,SUMMER,217.4,2408.42,,92,89,,36,24,,1.8,1,,92,38,,2.6,Half DL,1.4,,80,,48,,,,63,,142,135,,2.6,,1.6,,0.6,11.4,5.62,6.07,29.4,0.623,,0.85,7.47,,<RL,2,,,,,11,,
EB8,EB,,REG,1992,1992,8,4,11,SUMMER,217.5,2408.46,,82,80,,28,15,,1.3,0,,86,29,,2,Half DL,1.4,,113,,71,,,,66,,109,102,Half DL,0.05,,1.6,,1.5,14.8,5.5,6.27,25.5,0.396,,0.54,14.6,,<RL,3,,,,,12,,
EB8,EB,,REP,1992,1992,8,4,11,SUMMER,217.5,2408.46,,82,79,,28,15,<RL,1,0,,86,30,,2,Half DL,1.4,,107,,68,,,,65,,108,101,Half DL,0.05,,1.6,,1.5,15.1,S,6.3,25.5,0.396,,0.5,,,<RL,4,,,,,11,,
EB8,EB,1,ISCO,1992,1992,8,4,16,SUMMER,217.7,2408.67,,82,79,,27,14,,1.5,0,,85,28,,2.1,Half DL,1.4,,100,,,,,,66,,110,103,Half DL,0.05,,1.7,,,17.7,6.08,6.27,25,0.396,,0.54,,,<RL,4,,,,,,,
WB3,WB,1,ISCO,1992,1992,8,4,16,SUMMER,217.7,2408.67,,94,91,,36,24,,2.3,1,,91,38,,2.7,Half DL,1.4,,81,,,,,,62,,143,137,,2.2,,1.6,,,11.8,5.95,6.08,29,0.623,,0.83,,,<RL,3,,,,,,,
EB8,EB,2,ISCO,1992,1992,8,5,16,SUMMER,218.7,2409.67,,82,79,,27,14,,1.8,1,,86,29,,2.1,Half DL,1.4,,105,,,,,,66,,110,103,Half DL,0.05,,1.7,,,16.9,6.09,6.32,25.3,0.311,,0.48,,,<RL,4,,,,,,,
WB3,WB,2,ISCO,1992,1992,8,5,16,SUMMER,218.7,2409.67,,93,90,,36,24,,2.3,1,,92,38,,2.7,Half DL,1.4,,78,,,,,,63,,142,135,,2,,1.4,,,12.5,5.88,6.13,29.4,0.51,,0.74,,,<RL,3,,,,,,,
EB8,EB,3,ISCO,1992,1992,8,6,16,SUMMER,219.7,2410.67,,83,81,,28,15,,1.8,1,,87,29,,2.1,Half DL,1.4,,100,,,,,,67,,110,103,Half DL,0.05,,1.7,,,18.7,6.19,6.39,25.5,0.17,,0.41,,,<RL,4,,,,,,,
WB3,WB,3,ISCO,1992,1992,8,6,16,SUMMER,219.7,2410.67,,91,88,,35,23,,2.3,1,,92,38,,2.7,Half DL,1.4,,76,,,,,,63,,141,134,<RL,0.9,,1.4,,,12.4,5.98,6.17,28.9,0.396,,0.68,,,<RL,3,,,,,,,
WB3,WB,4,ISCO,1992,1992,8,6,16,SUMMER,219.7,2410.67,,90,88,,35,23,,2.6,1,,94,39,,2.8,Half DL,1.4,,79,,,,,,64,,139,132,,1.1,,1.5,,,12.5,5.92,6.15,29.1,0.396,,0.71,,,<RL,3,,,,,,,
EB8,EB,4,ISCO,1992,1992,8,7,16,SUMMER,220.7,2411.67,,85,82,,29,16,,1.8,1,,88,30,,2.2,Half DL,1.4,,96,,,,,,68,,111,104,Half DL,0.05,,1.8,,,21.6,6.24,6.48,26,0.17,,0.33,,,<RL,4,,,,,,,
EB8,EB,5,ISCO,1992,1992,8,8,16,SUMMER,221.7,2412.67,,88,85,,30,16,,1.5,0,,90,31,,2.2,Half DL,1.4,,93,,,,,,69,,111,104,Half DL,0.05,,1.8,,,24.8,6.35,6.55,26.2,0.113,,0.28,,,<RL,3,,,,,,,
WB3,WB,5,ISCO,1992,1992,8,8,16,SUMMER,221.7,2412.67,,91,88,,35,22,,2.3,1,,95,41,,2.8,Half DL,1.4,,74,,,,,,63,,137,130,<RL,0.8,,1.7,,,11.7,5.94,6.18,28.7,0.396,,0.66,,,<RL,3,,,,,,,
EB8,EB,6,ISCO,1992,1992,8,9,16,SUMMER,222.7,2413.67,,90,88,,30,16,,1.5,0,,90,30,,2.2,Half DL,1.4,,94,,,,,,70,,111,104,Half DL,0.05,,2.1,,,27.7,6.43,6.63,26.7,0.113,,0.23,,,<RL,3,,,,,,,
WB3,WB,6,ISCO,1992,1992,8,9,16,SUMMER,222.7,2413.67,,88,86,,35,22,,1.8,1,,94,40,,2.8,Half DL,1.4,,77,,,,,,63,,136,129,<RL,0.8,,1.5,,,12.8,6.02,6.17,28.4,0.311,,0.68,,,<RL,3,,,,,,,
EB8,EB,7,ISCO,1992,1992,8,10,16,SUMMER,223.7,2414.67,,90,88,,30,17,,1.3,0,,90,30,,2.3,Half DL,1.4,,101,,,,,,70,,112,105,Half DL,0.05,,1.9,,,26.5,6.39,6.63,26.6,0.113,,0.23,,,<RL,3,,,,,,,
WB3,WB,7,ISCO,1992,1992,8,10,16,SUMMER,223.7,2414.67,,88,85,,35,22,,2,1,,94,41,,2.9,Half DL,1.4,,74,,,,,,62,,135,129,<RL,0.7,,1.5,,,12.8,6,6.21,28.1,0.311,,0.62,,,<RL,3,,,,,,,
WB3,WB,,REG,1992,1992,8,11,13,SUMMER,224.5,2415.54,,87,85,,35,22,,2.8,2,,99,43,,3,Half DL,1.4,,69,,45,,,,65,,138,131,,1,,1.4,,1,14,5.57,6.18,28.7,0.311,,0.66,11.1,,<RL,4,,,,,18,,
WB3,WB,,REP,1992,1992,8,11,13,SUMMER,224.5,2415.54,,87,84,,35,22,,2.6,1,,99,43,,3,Half DL,1.4,,70,,46,,,,65,,140,133,<RL,0.8,,1.4,,1,14.3,S,6.23,28.7,0.311,,0.59,,,<RL,4,,,,,,,
EB8,EB,8,ISCO,1992,1992,8,11,16,SUMMER,224.7,2415.67,,90,88,,30,17,,1.5,0,,92,31,,2.3,<RL,3.32,,85,,,,,,71,,113,106,Half DL,0.05,,1.6,,,31,6.34,6.59,27,0.113,,0.26,,,<RL,3,,,,,,,
WB3,WB,8,ISCO,1992,1992,8,11,16,SUMMER,224.7,2415.67,,87,85,,34,21,,2,1,,96,41,,2.9,<RL,3.32,,76,,,,,,64,,139,132,<RL,0.7,,1.3,,,19.7,6.05,6.31,28.8,0.226,,0.49,,,<RL,3,,,,,,,
EB8,EB,9,ISCO,1992,1992,8,12,16,SUMMER,225.7,2416.67,,83,80,,28,15,,1.8,1,,87,29,,2.2,Half DL,1.4,,97,,,,,,67,,114,107,Half DL,0.05,,1.8,,,22.2,6.26,6.45,25.6,0.255,,0.35,,,<RL,3,,,,,,,
WB3,WB,9,ISCO,1992,1992,8,12,16,SUMMER,225.7,2416.67,,89,86,,35,23,,2.3,1,,95,41,,2.8,Half DL,1.4,,78,,,,,,63,,139,132,,1.7,,1.3,,,15.9,5.89,6.25,28.8,0.396,,0.56,,,<RL,3,,,,,,,
EB8,EB,10,ISCO,1992,1992,8,13,16,SUMMER,226.7,2417.67,,85,83,,29,15,,1.8,0,,89,30,,2.2,Half DL,1.4,,97,,,,,,69,,111,104,Half DL,0.05,,1.6,,,24.7,6.3,6.5,26,0.17,,0.32,,,<RL,3,,,,,,,
WB3,WB,10,ISCO,1992,1992,8,13,16,SUMMER,226.7,2417.67,,88,86,,35,23,,1.8,1,,95,40,,2.8,Half DL,1.4,,74,,,,,,64,,140,133,,1.1,,1.3,,,16.7,5.98,6.25,29,0.311,,0.56,,,<RL,3,,,,,,,
EB8,EB,11,ISCO,1992,1992,8,14,14,SUMMER,227.6,2418.58,,87,85,,30,16,,1.8,0,,90,30,,2.2,Half DL,1.4,,96,,,,,,70,,112,105,Half DL,0.05,,1.6,,,27.9,6.32,6.55,26.2,0.113,,0.28,,,<RL,0,,,,,,,
EB8,EB,12,ISCO,1992,1992,8,14,16,SUMMER,227.7,2418.67,,87,85,,30,17,,1.3,0,,90,30,,2.2,Half DL,1.4,,90,,,,,,71,,112,105,Half DL,0.05,,1.5,,,29.9,6.4,6.59,26.3,0.113,,0.26,,,<RL,3,,,,,,,
WB3,WB,11,ISCO,1992,1992,8,14,16,SUMMER,227.7,2418.67,,89,86,,35,23,,2.3,1,,96,41,,2.9,Half DL,1.4,,75,,,,,,64,,138,131,,1.4,,1.4,,,16.9,6.03,6.24,28.8,0.311,,0.58,,,<RL,3,,,,,,,
EB8,EB,13,ISCO,1992,1992,8,14,18,SUMMER,227.8,2418.75,,88,85,,30,16,<RL,1,0,,89,29,,2.1,Half DL,1.4,,91,,,,,,70,,110,103,Half DL,0.05,,1.6,,,29.2,6.37,6.59,26.4,0.113,,0.26,,,<RL,0,,,,,,,
EB8,EB,14,ISCO,1992,1992,8,14,20,SUMMER,227.8,2418.83,,89,87,,30,17,<RL,1,0,,90,30,,2.2,Half DL,1.4,,96,,,,,,70,,111,104,Half DL,0.05,,1.6,,,29.3,6.42,6.61,26.7,0.113,,0.25,,,<RL,0,,,,,,,
EB8,EB,15,ISCO,1992,1992,8,14,22,SUMMER,227.9,2418.92,,89,86,,30,17,<RL,1,0,,90,30,,2.2,Half DL,1.4,,98,,,,,,70,,112,105,Half DL,0.05,,1.5,,,31.1,6.44,6.66,26.6,0.113,,0.22,,,<RL,3,,,,,,,
EB8,EB,16,ISCO,1992,1992,8,15,16,SUMMER,228.7,2419.67,,90,87,,30,17,<RL,1,0,,91,30,,2.2,Half DL,1.4,,99,,,,,,71,,111,104,Half DL,0.05,,1.6,,,29.9,6.3,6.63,26.8,0.057,,0.23,,,<RL,3,,,,,,,
WB3,WB,12,ISCO,1992,1992,8,15,16,SUMMER,228.7,2419.67,,87,84,,35,22,,1.8,1,,96,41,,2.9,Half DL,1.4,,76,,,,,,64,,136,129,<RL,0.6,,1.4,,,17,6.08,6.26,28.4,0.226,,0.55,,,<RL,3,,,,,,,
EB8,EB,17,ISCO,1992,1992,8,16,16,SUMMER,229.7,2420.67,,91,88,,31,18,,1.3,0,,91,31,,2.2,Half DL,1.4,,102,,,,,,70,,112,105,Half DL,0.05,,1.6,,,32.7,6.39,6.69,26.9,0.085,,0.2,,,<RL,3,,,,,,,
WB3,WB,13,ISCO,1992,1992,8,16,16,SUMMER,229.7,2420.67,,85,83,,34,22,,2.3,1,,95,42,,2.9,Half DL,1.4,,72,,,,,,62,,134,128,<RL,0.9,,1.4,,,17.8,6.03,6.27,28.1,0.311,,0.54,,,<RL,0,,,,,,,
EB8,EB,18,ISCO,1992,1992,8,17,16,SUMMER,230.7,2421.67,,89,86,,30,16,<RL,1,0,,91,31,,2.3,Half DL,1.4,,99,,,,,,70,,113,106,Half DL,0.05,,1.5,,,28.3,6.29,6.6,26.8,0.113,,0.25,,,<RL,3,,,,,,,
WB3,WB,14,ISCO,1992,1992,8,17,16,SUMMER,230.7,2421.67,,85,83,,34,21,,2,1,,96,42,,3,Half DL,1.4,,76,,,,,,63,,134,127,<RL,0.6,,1.4,,,16.7,6,6.29,27.8,0.311,,0.51,,,<RL,3,,,,,,,
EB8,EB,19,ISCO,1992,1992,8,18,12,SUMMER,231.5,2422.5,,73,71,,25,14,,2.6,2,,76,29,,1.8,Half DL,1.4,,118,,,,,,55,,101,95,Half DL,0.05,,2.3,,,16.3,5.94,6.16,22.8,3.963,,0.69,,,,7,,,,,,,
EB8,EB,20,ISCO,1992,1992,8,18,14,SUMMER,231.6,2422.58,,74,72,,25,14,,2.3,1,,76,29,,1.8,Half DL,1.4,,118,,,,,,55,,102,96,Half DL,0.05,,2.3,,,14.6,5.9,6.1,22.8,7.502,,0.79,,,<RL,5,,,,,,,
EB8,EB,21,ISCO,1992,1992,8,18,16,SUMMER,231.7,2422.67,,75,73,,25,14,,2,1,,76,29,,1.8,Half DL,1.4,,109,,,,,,55,,103,97,Half DL,0.05,,2.2,,,15.4,5.91,6.1,22.9,7.417,,0.79,,,,6,,,,,,,
WB3,WB,15,ISCO,1992,1992,8,18,16,SUMMER,231.7,2422.67,,110,108,,41,30,,4.1,3,,90,39,,2.2,Half DL,1.4,,93,,,,,,59,,153,147,,13.6,,1.8,,,13.8,5.87,6.11,31.5,6.115,,0.78,,,<RL,4,,,,,,,
EB8,EB,,REG,1992,1992,8,19,14,SUMMER,232.6,2423.58,,76,74,,26,14,,2.3,1,,80,29,,1.9,Half DL,1.4,,101,,72,,,,60,,109,103,Half DL,0.05,,1.7,,0.7,12.3,5.55,6.07,24.5,2.831,,0.85,7.6,,<RL,4,,,,,,,
WB3,WB,,DUP,1992,1992,8,19,14,SUMMER,232.6,2423.58,,109,106,,41,29,,3.6,2,,92,37,,2.3,Half DL,1.4,,81,,53,,,,64,,160,153,,9.3,,1.5,<RL,0.4,12.1,5.67,6.07,32.2,2.378,,0.85,5.99,,<RL,1,,,,,,,
WB3,WB,,REG,1992,1992,8,19,14,SUMMER,232.6,2423.58,,108,106,,41,29,,3.1,2,,90,38,,2.2,Half DL,1.4,,79,,54,,,,61,,156,150,,9.1,,1.4,<RL,0.4,11.6,5.7,6.06,32.2,2.378,,0.87,6.49,,<RL,1,,,,,,,
WB3,WB,3,ISCO,1992,1992,8,21,16,SUMMER,234.7,2425.67,,100,98,,39,27,,2.6,1,,94,39,,2.6,Half DL,1.4,,65,,,,,,63,,152,145,,2.2,,1.6,,,14,5.96,6.07,29.8,0.623,,0.85,,,<RL,3,,,,,,,
WB3,WB,5,ISCO,1992,1992,8,23,16,SUMMER,236.7,2427.67,,95,92,,37,25,,2.8,2,,95,40,,2.7,Half DL,1.4,,64,,,,,,64,,143,136,,1.6,,1.6,,,16.9,6.03,6.17,29.2,0.396,,0.68,,,<RL,3,,,,,,,
WB3,WB,,REG,1992,1992,8,25,12,SUMMER,238.5,2429.5,,95,92,,37,23,,4.1,3,,105,43,,2.9,Half DL,1.4,,68,,49,,,,72,,144,137,,1.4,,1.5,,,16.9,5.63,6.24,31.1,0.311,,0.58,,,<RL,4,,,,,,,
WB3,WB,,REP,1992,1992,8,25,12,SUMMER,238.5,2429.5,,95,92,,37,23,,3.8,2,,105,43,,2.9,Half DL,1.4,,68,,45,,,,72,,144,137,,1.3,,1.6,,,15.9,S,6.3,30.9,0.311,,0.5,,,<RL,4,,,,,,,
WB3,WB,11,ISCO,1992,1992,9,4,16,FALL,248.7,2439.67,,85,83,,35,23,,2.3,1,,96,44,,2.8,Half DL,1.4,,75,,,,,,60,,127,121,<RL,0.9,,1.5,,,16.8,5.72,6.35,27.7,0.51,,0.45,,,,6,,,,,,,
WB3,WB,13,ISCO,1992,1992,9,6,16,FALL,250.7,2441.67,,86,84,,35,22,<RL,0.8,0,,98,45,,2.9,Half DL,1.4,,64,,,,,,62,,130,124,<RL,0.6,,1.6,,,15.8,5.77,6.36,28.1,0.311,,0.44,,,<RL,3,,,,,,,
WB3,WB,,REG,1992,1992,9,8,14,FALL,252.6,2443.58,,84,82,,36,23,,2.6,1,,100,44,,3,Half DL,1.4,,61,,44,,,,66,,135,128,<RL,0.8,,1.3,,0.8,16.5,5.66,6.33,28.3,0.226,,0.47,10.4,,<RL,2,,,,,,,
WB3,WB,,REP,1992,1992,9,8,14,FALL,252.6,2443.58,,84,82,,35,22,,2.6,1,,100,45,,2.9,Half DL,1.4,,61,,43,,,,65,,134,127,<RL,0.8,,1.4,,0.8,16.5,S,6.34,28.3,0.226,,0.46,,,<RL,2,,,,,,,
WB3,WB,,DUP,1992,1992,9,22,14,FALL,266.6,2457.58,,85,82,,35,23,,5.1,4,,102,46,,3.1,Half DL,1.4,,62,,48,,,,65,,129,122,,2.9,,1.5,,1,21.6,5.74,6.53,28.4,0.311,,0.3,15.4,,,11,,,,,,,
WB3,WB,,REG,1992,1992,9,22,14,FALL,266.6,2457.58,,85,82,,35,23,,5.4,4,,101,46,,3.1,Half DL,1.4,,59,,42,,,,65,,127,120,,2.8,,1.5,,0.9,23.1,5.76,6.51,28.6,0.311,,0.31,15.4,,,11,,,,,,,
EB8,EB,4,ISCO,1992,1993,10,9,16,FALL,283.7,2474.67,,92,90,,34,20,<RL,0.8,-1,,97,37,,2.4,Half DL,1.4,,72,,,,,,70,,111,104,,2,,1.4,,,23.1,6.55,6.63,28,0,,0.23,,,<RL,3,,,,,,,
WB3,WB,4,ISCO,1992,1993,10,9,16,FALL,283.7,2474.67,,80,78,,35,24,,2.6,1,,104,52,,3.3,Half DL,1.4,,43,,,,,,61,,120,114,<RL,0.3,,1.5,,,21.5,6.47,6.62,27.5,0.113,,0.24,,,<RL,5,,,,,,,
EB8,EB,6,ISCO,1992,1993,10,11,16,FALL,285.7,2476.67,,80,78,,28,16,,6.1,5,,84,29,,1.9,Half DL,1.4,,101,,,,,,63,,103,96,Half DL,0.05,,2.4,,,7.1,5.94,6.1,25.2,7.417,,0.79,,,,9,,,,,,,
WB3,WB,6,ISCO,1992,1993,10,11,16,FALL,285.7,2476.67,,105,103,,44,31,,8.9,8,,94,39,,2.2,Half DL,1.4,,74,,,,,,63,,144,137,,10.1,,2.2,,,9.5,6.08,6.21,31.7,4.869,,0.62,,,,6,,,,,,,
EB8,EB,,REG,1992,1993,10,13,14,FALL,287.6,2478.58,,82,79,,28,15,,4.6,3,,86,28,,2,Half DL,1.4,,90,,64,<RL,0.06,,68,,108,101,Half DL,0.05,,1.6,,0.8,8.1,5.52,6.14,26,1.699,,0.72,7.78,,<RL,4,,,,,4,,
EB8,EB,,REP,1992,1993,10,13,14,FALL,287.6,2478.58,,83,80,,28,15,,4.6,3,,87,30,,2,Half DL,1.4,,91,,65,<RL,0.06,,66,,107,100,Half DL,0.05,,1.6,,0.7,8.4,S,6.11,26,1.699,,0.78,,,<RL,4,,,,,,,
WB3,WB,,DUP,1992,1993,10,13,14,FALL,287.6,2478.58,,113,111,,44,31,,6.6,5,,96,38,,2.2,Half DL,1.4,,65,,47,,0.21,,68,,157,150,,6.7,,1.4,,0.5,9.6,5.62,6.21,33,1.472,,0.62,6.45,,<RL,3,,,,,,,
WB3,WB,,REG,1992,1993,10,13,14,FALL,287.6,2478.58,,114,111,,44,31,,7.2,6,,96,38,,2.2,Half DL,1.4,,65,,50,,0.21,,68,,154,147,,5.8,,1.5,,0.5,10.2,5.64,6.25,33.4,1.472,,0.56,6.97,,<RL,3,,,,,4,,
EB8,EB,4,ISCO,1992,1993,10,16,16,FALL,290.7,2481.67,,81,79,,30,16,,3.6,2,,89,30,,2.1,Half DL,1.4,,85,,,,,,68,,109,102,Half DL,0.05,,2,,,11.6,6.12,6.23,25.7,0.906,,0.59,,,<RL,5,,,,,,,
WB3,WB,4,ISCO,1992,1993,10,16,16,FALL,290.7,2481.67,,104,102,,43,30,,5.9,5,,96,39,,2.4,Half DL,1.4,,53,,,,,,67,,149,142,,2.2,,1.7,,,14.8,6.21,6.35,30.7,0.623,,0.45,,,<RL,4,,,,,,,
EB8,EB,6,ISCO,1992,1993,10,18,16,FALL,292.7,2483.67,,82,80,,30,16,,4.3,3,,89,29,,2.1,Half DL,1.4,,82,,,,,,70,,109,102,Half DL,0.05,,2,,,12.5,6.12,6.25,26.2,0.906,,0.56,,,<RL,5,,,,,,,
WB3,WB,6,ISCO,1992,1993,10,18,16,FALL,292.7,2483.67,,104,102,,44,30,,7.4,6,,97,38,,2.4,Half DL,1.4,,53,,,,,,69,,147,140,,1.5,,1.8,,,15.8,6.25,6.37,31.4,0.51,,0.43,,,<RL,4,,,,,,,
WB3,WB,,REG,1992,1993,10,20,12,FALL,294.5,2485.5,,103,101,,44,30,,6.1,5,,98,40,,2.5,Half DL,1.4,,56,,37,,0.11,,68,,146,139,,2.3,,1.3,,0.8,14.6,5.83,6.43,32,0.878,,0.37,14.2,,<RL,4,,,,5.3,,,
EB8,EB,,DUP,1992,1993,10,20,13,FALL,294.5,2485.54,,82,80,,30,17,,3.8,3,,89,30,,2,Half DL,1.4,,89,,55,<RL,0.05,,69,,108,101,Half DL,0.05,,1.5,,0.8,11.7,5.67,6.28,26.6,0.764,,0.52,11.2,,<RL,4,,,,1.1,,,
EB8,EB,,REG,1992,1993,10,20,13,FALL,294.5,2485.54,,83,80,,30,17,,4.3,3,,89,30,,2,Half DL,1.4,,88,,60,<RL,0.05,,69,,108,101,Half DL,0.05,,1.6,,0.8,11.5,5.64,6.26,26.6,0.764,,0.55,10,,<RL,3,,,,1.1,,,
WB3,WB,5,ISCO,1992,1993,10,24,18,FALL,298.8,2489.75,,113,111,,45,32,,8.2,7,,95,36,,2.3,Half DL,1.4,,58,,,,,,68,,156,149,,8.9,,1.8,,,15.6,6.22,6.36,33.7,1.472,,0.44,,,,6,,,,,,,
WB3,WB,6,ISCO,1992,1993,10,25,4,FALL,299.2,2490.17,,121,119,,47,34,,11.8,11,,93,36,,2,Half DL,1.4,,99,,,,,,66,,163,156,,16.7,,1.8,,,9,5.77,6.04,36.1,8.182,,0.91,,,,7,,,,,,,
WB3,WB,10,ISCO,1992,1993,10,25,12,FALL,299.5,2490.5,,130,128,,47,35,,14.1,13,,85,32,,1.8,Half DL,1.4,,210,,,,,,61,,174,168,,27.8,,2.2,,,0.7,5.27,5.39,38.6,18.288,,4.07,,,,10,,,,,,,
WB3,WB,15,ISCO,1992,1993,10,25,22,FALL,299.9,2490.92,,136,134,,45,34,,13.6,12,,78,29,,1.8,Half DL,1.4,,384,,,,,,58,,194,188,,39.8,,2.2,,,-5.1,5,5.08,41.8,26.385,,8.32,,,,7,,,,,,,
WB3,WB,17,ISCO,1992,1993,10,26,2,FALL,300.1,2491.08,,133,131,,44,33,,12.8,12,,77,28,,1.7,Half DL,1.4,,384,,,,,,57,,193,187,,39.5,,2.1,,,-5.7,4.99,5.05,41.2,20.893,,8.91,,,,6,,,,,,,
