Site,Watershed,ISCO Number,Record Type,Year,WY,Month,Day,Hour,Season,Julian Day,Running Day of Project,NH4 flag,NH4 (ueq/L),SO4 flag,SO4 (ueq/L),NMSO4 (ueq/L),NO3 flag,NO3 (ueq/L)
WB3,WB,,REG,1992,1992,7,28,13,SUMMER,210.5,2401.54,Half DL,1.4,,143,136,,2.8
WB3,WB,,REP,1992,1992,7,28,13,SUMMER,210.5,2401.54,Half DL,1.4,,143,136,,2.7
EB8,EB,,DUP,1992,1992,7,28,14,SUMMER,210.6,2401.58,Half DL,1.4,,110,102,Half DL,0.05
EB8,EB,,REG,1992,1992,7,28,14,SUMMER,210.6,2401.58,Half DL,1.4,,109,101,Half DL,0.05
EB8,EB,4,ISCO,1992,1992,7,31,16,SUMMER,213.7,2404.67,Half DL,1.4,,108,101,Half DL,0.05
WB3,WB,4,ISCO,1992,1992,7,31,16,SUMMER,213.7,2404.67,Half DL,1.4,,141,134,<RL,0.9
EB8,EB,6,ISCO,1992,1992,8,2,16,SUMMER,215.7,2406.67,Half DL,1.4,,108,101,Half DL,0.05
WB3,WB,,DUP,1992,1992,8,4,10,SUMMER,217.4,2408.42,Half DL,1.4,,143,136,,2.7
WB3,WB,,REG,1992,1992,8,4,10,SUMMER,217.4,2408.42,Half DL,1.4,,142,135,,2.6
EB8,EB,,REG,1992,1992,8,4,11,SUMMER,217.5,2408.46,Half DL,1.4,,109,102,Half DL,0.05
EB8,EB,,REP,1992,1992,8,4,11,SUMMER,217.5,2408.46,Half DL,1.4,,108,101,Half DL,0.05
EB8,EB,1,ISCO,1992,1992,8,4,16,SUMMER,217.7,2408.67,Half DL,1.4,,110,103,Half DL,0.05
WB3,WB,1,ISCO,1992,1992,8,4,16,SUMMER,217.7,2408.67,Half DL,1.4,,143,137,,2.2
EB8,EB,2,ISCO,1992,1992,8,5,16,SUMMER,218.7,2409.67,Half DL,1.4,,110,103,Half DL,0.05
WB3,WB,2,ISCO,1992,1992,8,5,16,SUMMER,218.7,2409.67,Half DL,1.4,,142,135,,2
EB8,EB,3,ISCO,1992,1992,8,6,16,SUMMER,219.7,2410.67,Half DL,1.4,,110,103,Half DL,0.05
WB3,WB,3,ISCO,1992,1992,8,6,16,SUMMER,219.7,2410.67,Half DL,1.4,,141,134,<RL,0.9
WB3,WB,4,ISCO,1992,1992,8,6,16,SUMMER,219.7,2410.67,Half DL,1.4,,139,132,,1.1
EB8,EB,4,ISCO,1992,1992,8,7,16,SUMMER,220.7,2411.67,Half DL,1.4,,111,104,Half DL,0.05
EB8,EB,5,ISCO,1992,1992,8,8,16,SUMMER,221.7,2412.67,Half DL,1.4,,111,104,Half DL,0.05
WB3,WB,5,ISCO,1992,1992,8,8,16,SUMMER,221.7,2412.67,Half DL,1.4,,137,130,<RL,0.8
EB8,EB,6,ISCO,1992,1992,8,9,16,SUMMER,222.7,2413.67,Half DL,1.4,,111,104,Half DL,0.05
WB3,WB,6,ISCO,1992,1992,8,9,16,SUMMER,222.7,2413.67,Half DL,1.4,,136,129,<RL,0.8
EB8,EB,7,ISCO,1992,1992,8,10,16,SUMMER,223.7,2414.67,Half DL,1.4,,112,105,Half DL,0.05
WB3,WB,7,ISCO,1992,1992,8,10,16,SUMMER,223.7,2414.67,Half DL,1.4,,135,129,<RL,0.7
WB3,WB,,REG,1992,1992,8,11,13,SUMMER,224.5,2415.54,Half DL,1.4,,138,131,,1
WB3,WB,,REP,1992,1992,8,11,13,SUMMER,224.5,2415.54,Half DL,1.4,,140,133,<RL,0.8
EB8,EB,8,ISCO,1992,1992,8,11,16,SUMMER,224.7,2415.67,<RL,3.32,,113,106,Half DL,0.05
WB3,WB,8,ISCO,1992,1992,8,11,16,SUMMER,224.7,2415.67,<RL,3.32,,139,132,<RL,0.7
EB8,EB,9,ISCO,1992,1992,8,12,16,SUMMER,225.7,2416.67,Half DL,1.4,,114,107,Half DL,0.05
WB3,WB,9,ISCO,1992,1992,8,12,16,SUMMER,225.7,2416.67,Half DL,1.4,,139,132,,1.7
EB8,EB,10,ISCO,1992,1992,8,13,16,SUMMER,226.7,2417.67,Half DL,1.4,,111,104,Half DL,0.05
WB3,WB,10,ISCO,1992,1992,8,13,16,SUMMER,226.7,2417.67,Half DL,1.4,,140,133,,1.1
EB8,EB,11,ISCO,1992,1992,8,14,14,SUMMER,227.6,2418.58,Half DL,1.4,,112,105,Half DL,0.05
EB8,EB,12,ISCO,1992,1992,8,14,16,SUMMER,227.7,2418.67,Half DL,1.4,,112,105,Half DL,0.05
WB3,WB,11,ISCO,1992,1992,8,14,16,SUMMER,227.7,2418.67,Half DL,1.4,,138,131,,1.4
EB8,EB,13,ISCO,1992,1992,8,14,18,SUMMER,227.8,2418.75,Half DL,1.4,,110,103,Half DL,0.05
EB8,EB,14,ISCO,1992,1992,8,14,20,SUMMER,227.8,2418.83,Half DL,1.4,,111,104,Half DL,0.05
EB8,EB,15,ISCO,1992,1992,8,14,22,SUMMER,227.9,2418.92,Half DL,1.4,,112,105,Half DL,0.05
EB8,EB,16,ISCO,1992,1992,8,15,16,SUMMER,228.7,2419.67,Half DL,1.4,,111,104,Half DL,0.05
WB3,WB,12,ISCO,1992,1992,8,15,16,SUMMER,228.7,2419.67,Half DL,1.4,,136,129,<RL,0.6
EB8,EB,17,ISCO,1992,1992,8,16,16,SUMMER,229.7,2420.67,Half DL,1.4,,112,105,Half DL,0.05
WB3,WB,13,ISCO,1992,1992,8,16,16,SUMMER,229.7,2420.67,Half DL,1.4,,134,128,<RL,0.9
EB8,EB,18,ISCO,1992,1992,8,17,16,SUMMER,230.7,2421.67,Half DL,1.4,,113,106,Half DL,0.05
WB3,WB,14,ISCO,1992,1992,8,17,16,SUMMER,230.7,2421.67,Half DL,1.4,,134,127,<RL,0.6
EB8,EB,19,ISCO,1992,1992,8,18,12,SUMMER,231.5,2422.5,Half DL,1.4,,101,95,Half DL,0.05
EB8,EB,20,ISCO,1992,1992,8,18,14,SUMMER,231.6,2422.58,Half DL,1.4,,102,96,Half DL,0.05
EB8,EB,21,ISCO,1992,1992,8,18,16,SUMMER,231.7,2422.67,Half DL,1.4,,103,97,Half DL,0.05
WB3,WB,15,ISCO,1992,1992,8,18,16,SUMMER,231.7,2422.67,Half DL,1.4,,153,147,,13.6
EB8,EB,,REG,1992,1992,8,19,14,SUMMER,232.6,2423.58,Half DL,1.4,,109,103,Half DL,0.05
WB3,WB,,DUP,1992,1992,8,19,14,SUMMER,232.6,2423.58,Half DL,1.4,,160,153,,9.3
WB3,WB,,REG,1992,1992,8,19,14,SUMMER,232.6,2423.58,Half DL,1.4,,156,150,,9.1
WB3,WB,3,ISCO,1992,1992,8,21,16,SUMMER,234.7,2425.67,Half DL,1.4,,152,145,,2.2
WB3,WB,5,ISCO,1992,1992,8,23,16,SUMMER,236.7,2427.67,Half DL,1.4,,143,136,,1.6
WB3,WB,,REG,1992,1992,8,25,12,SUMMER,238.5,2429.5,Half DL,1.4,,144,137,,1.4
WB3,WB,,REP,1992,1992,8,25,12,SUMMER,238.5,2429.5,Half DL,1.4,,144,137,,1.3
WB3,WB,11,ISCO,1992,1992,9,4,16,FALL,248.7,2439.67,Half DL,1.4,,127,121,<RL,0.9
WB3,WB,13,ISCO,1992,1992,9,6,16,FALL,250.7,2441.67,Half DL,1.4,,130,124,<RL,0.6
WB3,WB,,REG,1992,1992,9,8,14,FALL,252.6,2443.58,Half DL,1.4,,135,128,<RL,0.8
WB3,WB,,REP,1992,1992,9,8,14,FALL,252.6,2443.58,Half DL,1.4,,134,127,<RL,0.8
WB3,WB,,DUP,1992,1992,9,22,14,FALL,266.6,2457.58,Half DL,1.4,,129,122,,2.9
WB3,WB,,REG,1992,1992,9,22,14,FALL,266.6,2457.58,Half DL,1.4,,127,120,,2.8
EB8,EB,4,ISCO,1992,1993,10,9,16,FALL,283.7,2474.67,Half DL,1.4,,111,104,,2
WB3,WB,4,ISCO,1992,1993,10,9,16,FALL,283.7,2474.67,Half DL,1.4,,120,114,<RL,0.3
EB8,EB,6,ISCO,1992,1993,10,11,16,FALL,285.7,2476.67,Half DL,1.4,,103,96,Half DL,0.05
WB3,WB,6,ISCO,1992,1993,10,11,16,FALL,285.7,2476.67,Half DL,1.4,,144,137,,10.1
EB8,EB,,REG,1992,1993,10,13,14,FALL,287.6,2478.58,Half DL,1.4,,108,101,Half DL,0.05
EB8,EB,,REP,1992,1993,10,13,14,FALL,287.6,2478.58,Half DL,1.4,,107,100,Half DL,0.05
WB3,WB,,DUP,1992,1993,10,13,14,FALL,287.6,2478.58,Half DL,1.4,,157,150,,6.7
WB3,WB,,REG,1992,1993,10,13,14,FALL,287.6,2478.58,Half DL,1.4,,154,147,,5.8
EB8,EB,4,ISCO,1992,1993,10,16,16,FALL,290.7,2481.67,Half DL,1.4,,109,102,Half DL,0.05
WB3,WB,4,ISCO,1992,1993,10,16,16,FALL,290.7,2481.67,Half DL,1.4,,149,142,,2.2
EB8,EB,6,ISCO,1992,1993,10,18,16,FALL,292.7,2483.67,Half DL,1.4,,109,102,Half DL,0.05
WB3,WB,6,ISCO,1992,1993,10,18,16,FALL,292.7,2483.67,Half DL,1.4,,147,140,,1.5
WB3,WB,,REG,1992,1993,10,20,12,FALL,294.5,2485.5,Half DL,1.4,,146,139,,2.3
EB8,EB,,DUP,1992,1993,10,20,13,FALL,294.5,2485.54,Half DL,1.4,,108,101,Half DL,0.05
EB8,EB,,REG,1992,1993,10,20,13,FALL,294.5,2485.54,Half DL,1.4,,108,101,Half DL,0.05
WB3,WB,5,ISCO,1992,1993,10,24,18,FALL,298.8,2489.75,Half DL,1.4,,156,149,,8.9
WB3,WB,6,ISCO,1992,1993,10,25,4,FALL,299.2,2490.17,Half DL,1.4,,163,156,,16.7
WB3,WB,10,ISCO,1992,1993,10,25,12,FALL,299.5,2490.5,Half DL,1.4,,174,168,,27.8
WB3,WB,15,ISCO,1992,1993,10,25,22,FALL,299.9,2490.92,Half DL,1.4,,194,188,,39.8
WB3,WB,17,ISCO,1992,1993,10,26,2,FALL,300.1,2491.08,Half DL,1.4,,193,187,,39.5
WB3,WB,18,ISCO,1992,1993,10,26,4,FALL,300.2,2491.17,Half DL,1.4,,196,190,,39.4
WB3,WB,21,ISCO,1992,1993,10,26,10,FALL,300.4,2491.42,Half DL,1.4,,198,192,,40.1
WB3,WB,24,ISCO,1992,1993,10,26,16,FALL,300.7,2491.67,Half DL,1.4,,194,188,,39.1
WB3,WB,,DUP,1992,1993,10,27,11,FALL,301.5,2492.46,Half DL,1.4,,181,175,,33.2
WB3,WB,,REG,1992,1993,10,27,11,FALL,301.5,2492.46,Half DL,1.4,,186,180,,33.7
EB8,EB,,REG,1992,1993,10,27,13,FALL,301.5,2492.54,Half DL,1.4,,110,104,Half DL,0.05
WB3,WB,4,ISCO,1992,1993,10,30,16,FALL,304.7,2495.67,Half DL,1.4,,165,159,,23.9
WB3,WB,6,ISCO,1992,1993,11,1,16,FALL,306.7,2497.67,Half DL,1.4,,162,156,,22.7
EB8,EB,,REG,1992,1993,11,3,15,FALL,308.6,2499.6,Half DL,1.4,,107,101,Half DL,0.05
EB8,EB,,REP,1992,1993,11,3,15,FALL,308.6,2499.6,Half DL,1.4,,106,100,Half DL,0.05
WB3,WB,,REG,1992,1993,11,3,15,FALL,308.6,2499.6,Half DL,1.4,,160,153,,21.8
WB3,WB,4,ISCO,1992,1993,11,6,16,FALL,311.7,2502.67,Half DL,1.4,,171,164,,30.2
WB3,WB,6,ISCO,1992,1993,11,8,16,FALL,313.7,2504.67,Half DL,1.4,,165,158,,28.8
EB8,EB,,REG,1992,1993,11,10,13,FALL,315.5,2506.54,Half DL,1.4,,106,99,Half DL,0.05
WB3,WB,,DUP,1992,1993,11,10,13,FALL,315.5,2506.54,Half DL,1.4,,163,156,,27.9
WB3,WB,,REG,1992,1993,11,10,13,FALL,315.5,2506.54,Half DL,1.4,,162,155,,27.3
EB8,EB,3,ISCO,1992,1993,11,12,16,FALL,317.7,2508.67,Half DL,1.4,,106,99,Half DL,0.05
WB3,WB,3,ISCO,1992,1993,11,12,16,FALL,317.7,2508.67,Half DL,1.4,,158,151,,30.2
EB8,EB,4,ISCO,1992,1993,11,13,8,FALL,318.3,2509.33,Half DL,1.4,,106,99,<RL,0.4
WB3,WB,4,ISCO,1992,1993,11,13,8,FALL,318.3,2509.33,Half DL,1.4,,154,147,,28.6
EB8,EB,5,ISCO,1992,1993,11,13,10,FALL,318.4,2509.42,Half DL,1.4,,106,99,Half DL,0.05
WB3,WB,5,ISCO,1992,1993,11,13,10,FALL,318.4,2509.42,Half DL,1.4,,165,158,,34.8
EB8,EB,8,ISCO,1992,1993,11,13,16,FALL,318.7,2509.67,Half DL,1.4,,100,94,<RL,0.4
WB3,WB,8,ISCO,1992,1993,11,13,16,FALL,318.7,2509.67,Half DL,1.4,,177,170,,42
EB8,EB,10,ISCO,1992,1993,11,13,20,FALL,318.8,2509.83,Half DL,1.4,,103,97,,1.2
WB3,WB,10,ISCO,1992,1993,11,13,20,FALL,318.8,2509.83,Half DL,1.4,,180,173,,44.8
EB8,EB,14,ISCO,1992,1993,11,14,4,FALL,319.2,2510.17,Half DL,1.4,,103,97,Half DL,0.05
WB3,WB,14,ISCO,1992,1993,11,14,4,FALL,319.2,2510.17,Half DL,1.4,,180,173,,45.1
EB8,EB,20,ISCO,1992,1993,11,14,16,FALL,319.7,2510.67,Half DL,1.4,,101,95,Half DL,0.05
WB3,WB,20,ISCO,1992,1993,11,14,16,FALL,319.7,2510.67,Half DL,1.4,,177,170,,43.3
EB8,EB,,DUP,1992,1993,11,18,14,FALL,323.6,2514.58,Half DL,1.4,,105,99,Half DL,0.05
EB8,EB,,REG,1992,1993,11,18,14,FALL,323.6,2514.58,Half DL,1.4,,106,100,Half DL,0.05
WB3,WB,,REG,1992,1993,11,18,14,FALL,323.6,2514.58,Half DL,1.4,,162,155,,35.2
WB3,WB,,REP,1992,1993,11,18,14,FALL,323.6,2514.58,Half DL,1.4,,160,153,,33.9
EB8,EB,,REG,1992,1993,11,24,14,FALL,329.6,2520.58,Half DL,1.4,,106,100,Half DL,0.05
EB8,EB,,REP,1992,1993,11,24,14,FALL,329.6,2520.58,Half DL,1.4,,104,98,Half DL,0.05
WB3,WB,,DUP,1992,1993,11,24,14,FALL,329.6,2520.58,Half DL,1.4,,160,153,,37.9
WB3,WB,,REG,1992,1993,11,24,14,FALL,329.6,2520.58,Half DL,1.4,,159,152,,37.8
EB8,EB,,REG,1992,1993,12,1,14,WINTER,336.6,2527.58,Half DL,1.4,,106,100,<RL,0.3
EB8,EB,,REP,1992,1993,12,1,14,WINTER,336.6,2527.58,Half DL,1.4,,106,100,<RL,0.4
WB3,WB,,REG,1992,1993,12,1,14,WINTER,336.6,2527.58,Half DL,1.4,,157,150,,39
EB8,EB,4,ISCO,1992,1993,12,4,16,WINTER,339.7,2530.67,Half DL,1.4,,104,98,Half DL,0.05
WB3,WB,4,ISCO,1992,1993,12,4,16,WINTER,339.7,2530.67,Half DL,1.4,,146,140,,34.7
EB8,EB,6,ISCO,1992,1993,12,6,16,WINTER,341.7,2532.67,Half DL,1.4,,104,97,Half DL,0.05
WB3,WB,6,ISCO,1992,1993,12,6,16,WINTER,341.7,2532.67,Half DL,1.4,,151,144,,35.5
WB3,WB,,DUP,1992,1993,12,8,13,WINTER,343.5,2534.54,Half DL,1.4,,148,141,,35.2
WB3,WB,,REG,1992,1993,12,8,13,WINTER,343.5,2534.54,Half DL,1.4,,144,137,,35
EB8,EB,,REG,1992,1993,12,8,14,WINTER,343.6,2534.58,Half DL,1.4,,105,98,Half DL,0.05
EB8,EB,4,ISCO,1992,1993,12,11,16,WINTER,346.7,2537.67,Half DL,1.4,,105,98,,1.8
WB3,WB,4,ISCO,1992,1993,12,11,16,WINTER,346.7,2537.67,Half DL,1.4,,146,139,,35.5
EB8,EB,6,ISCO,1992,1993,12,13,16,WINTER,348.7,2539.67,Half DL,1.4,,103,97,,1.8
WB3,WB,6,ISCO,1992,1993,12,13,16,WINTER,348.7,2539.67,Half DL,1.4,,144,137,,34.9
EB8,EB,,DUP,1992,1993,12,15,14,WINTER,350.6,2541.58,Half DL,1.4,,106,99,,1.9
EB8,EB,,REG,1992,1993,12,15,14,WINTER,350.6,2541.58,Half DL,1.4,,106,99,,1.9
WB3,WB,,REG,1992,1993,12,15,14,WINTER,350.6,2541.58,Half DL,1.4,,144,137,,34.3
WB3,WB,,REP,1992,1993,12,15,14,WINTER,350.6,2541.58,Half DL,1.4,,142,135,,33.8
WB3,WB,3,ISCO,1992,1993,12,17,16,WINTER,352.7,2543.67,Half DL,1.4,,143,136,,35
WB3,WB,4,ISCO,1992,1993,12,17,22,WINTER,352.9,2543.92,Half DL,1.4,,147,140,,37.3
WB3,WB,5,ISCO,1992,1993,12,18,0,WINTER,353,2544,Half DL,1.4,,160,154,,42
WB3,WB,7,ISCO,1992,1993,12,18,4,WINTER,353.2,2544.17,Half DL,1.4,,173,166,,51.2
EB8,EB,4,ISCO,1992,1993,12,18,16,WINTER,353.7,2544.67,Half DL,1.4,,106,100,,3.4
WB3,WB,10,ISCO,1992,1993,12,18,16,WINTER,353.7,2544.67,Half DL,1.4,,172,165,,55
EB8,EB,6,ISCO,1992,1993,12,20,16,WINTER,355.7,2546.67,Half DL,1.4,,102,96,,1.5
WB3,WB,13,ISCO,1992,1993,12,20,16,WINTER,355.7,2546.67,Half DL,1.4,,164,157,,55.6
EB8,EB,,REG,1992,1993,12,21,12,WINTER,356.5,2547.5,Half DL,1.4,,105,99,,1.9
EB8,EB,,REP,1992,1993,12,21,12,WINTER,356.5,2547.5,Half DL,1.4,,105,99,,2
WB3,WB,,DUP,1992,1993,12,21,13,WINTER,356.5,2547.54,Half DL,1.4,,161,154,,54.6
WB3,WB,,REG,1992,1993,12,21,13,WINTER,356.5,2547.54,Half DL,1.4,,161,154,,54.6
EB8,EB,4,ISCO,1992,1993,12,25,16,WINTER,360.7,2551.67,Half DL,1.4,,107,100,,2.2
EB8,EB,6,ISCO,1992,1993,12,27,16,WINTER,362.7,2553.67,Half DL,1.4,,107,100,,2.3
EB8,EB,11,ISCO,1993,1993,1,1,16,WINTER,1.67,2558.67,Half DL,1.4,,106,100,,3.1
EB8,EB,13,ISCO,1993,1993,1,3,16,WINTER,3.67,2560.67,Half DL,1.4,,108,101,,3.2
EB8,EB,S,REG,1993,1993,1,5,12,WINTER,5.5,2562.5,Half DL,1.4,,99,93,,8
WB3,WB,S,REG,1993,1993,1,5,12,WINTER,5.5,2562.5,Half DL,1.4,,155,149,,52.3
EB8,EB,4,ISCO,1993,1993,1,8,16,WINTER,8.67,2565.67,Half DL,1.4,,102,96,,4.4
WB3,WB,18,ISCO,1993,1993,1,8,16,WINTER,8.67,2565.67,Half DL,1.4,,161,155,,69.3
EB8,EB,6,ISCO,1993,1993,1,10,16,WINTER,10.67,2567.67,Half DL,1.4,,109,102,,4.1
WB3,WB,20,ISCO,1993,1993,1,10,16,WINTER,10.67,2567.67,Half DL,1.4,,158,151,,62.4
EB8,EB,S,REG,1993,1993,1,12,13,WINTER,12.54,2569.54,Half DL,1.4,,106,99,,3.8
WB3,WB,S,DUP,1993,1993,1,12,13,WINTER,12.54,2569.54,Half DL,1.4,,151,144,,55
WB3,WB,S,REG,1993,1993,1,12,13,WINTER,12.54,2569.54,Half DL,1.4,,151,144,,55
EB8,EB,4,ISCO,1993,1993,1,12,16,WINTER,12.67,2569.67,Half DL,1.4,,108,101,,3.7
EB8,EB,6,ISCO,1993,1993,1,14,16,WINTER,14.67,2571.67,Half DL,1.4,,107,100,,3.5
WB3,WB,S,REG,1993,1993,1,19,12,WINTER,19.5,2576.5,Half DL,1.4,,145,138,,48.7
WB3,WB,S,REP,1993,1993,1,19,12,WINTER,19.5,2576.5,Half DL,1.4,,145,138,,48.9
EB8,EB,S,DUP,1993,1993,1,19,13,WINTER,19.54,2576.54,Half DL,1.4,,110,103,,3.8
EB8,EB,S,REG,1993,1993,1,19,13,WINTER,19.54,2576.54,Half DL,1.4,,109,102,,3.7
WB3,WB,4,ISCO,1993,1993,1,22,16,WINTER,22.67,2579.67,Half DL,1.4,,145,139,,42.4
WB3,WB,6,ISCO,1993,1993,1,24,16,WINTER,24.67,2581.67,Half DL,1.4,,143,137,,56.1
WB3,WB,7,ISCO,1993,1993,1,25,4,WINTER,25.17,2582.17,Half DL,1.4,,139,133,,53.7
WB3,WB,8,ISCO,1993,1993,1,25,6,WINTER,25.25,2582.25,Half DL,1.4,,146,140,,59.4
WB3,WB,9,ISCO,1993,1993,1,25,8,WINTER,25.33,2582.33,Half DL,1.4,,152,146,,64.1
WB3,WB,11,ISCO,1993,1993,1,25,12,WINTER,25.5,2582.5,Half DL,1.4,,156,150,,67.7
WB3,WB,13,ISCO,1993,1993,1,25,16,WINTER,25.67,2582.67,Half DL,1.4,,159,152,,70.1
EB8,EB,S,REG,1993,1993,1,26,12,WINTER,26.5,2583.5,Half DL,1.4,,103,97,,7
EB8,EB,S,REP,1993,1993,1,26,12,WINTER,26.5,2583.5,Half DL,1.4,,103,97,,7
WB3,WB,S,DUP,1993,1993,1,26,12,WINTER,26.5,2583.5,Half DL,1.4,,160,153,,72.2
WB3,WB,S,REG,1993,1993,1,26,12,WINTER,26.5,2583.5,Half DL,1.4,,159,152,,71.9
WB3,WB,4,ISCO,1993,1993,1,29,13,WINTER,29.54,2586.54,Half DL,1.4,,148,141,,60.4
WB3,WB,6,ISCO,1993,1993,1,31,13,WINTER,31.54,2588.54,Half DL,1.4,,148,141,,56.2
EB8,EB,S,REG,1993,1993,2,3,14,WINTER,34.58,2591.58,Half DL,1.4,,106,100,,4.1
EB8,EB,S,REP,1993,1993,2,3,14,WINTER,34.58,2591.58,Half DL,1.4,,106,100,,4.2
WB3,WB,S,REG,1993,1993,2,3,14,WINTER,34.58,2591.58,Half DL,1.4,,142,136,,48.2
WB3,WB,11,ISCO,1993,1993,2,5,13,WINTER,36.54,2593.54,Half DL,1.4,,139,132,,48.7
WB3,WB,13,ISCO,1993,1993,2,7,13,WINTER,38.54,2595.54,Half DL,1.4,,139,132,,48.2
WB3,WB,S,DUP,1993,1993,2,9,12,WINTER,40.5,2597.5,Half DL,1.4,,141,134,,46.5
WB3,WB,S,REG,1993,1993,2,9,12,WINTER,40.5,2597.5,Half DL,1.4,,140,133,,46.8
EB8,EB,S,REG,1993,1993,2,9,13,WINTER,40.54,2597.54,Half DL,1.4,,109,102,,4.1
WB3,WB,4,ISCO,1993,1993,2,12,13,WINTER,43.54,2600.54,Half DL,1.4,,139,132,,43.8
WB3,WB,6,ISCO,1993,1993,2,14,13,WINTER,45.54,2602.54,Half DL,1.4,,135,128,,49.6
EB8,EB,S,REG,1993,1993,2,16,13,WINTER,47.54,2604.54,Half DL,1.4,,109,102,,5.3
WB3,WB,S,REG,1993,1993,2,16,13,WINTER,47.54,2604.54,Half DL,1.4,,134,127,,44.3
WB3,WB,S,REP,1993,1993,2,16,13,WINTER,47.54,2604.54,Half DL,1.4,,134,127,,46.3
WB3,WB,4,ISCO,1993,1993,2,19,16,WINTER,50.67,2607.67,Half DL,1.4,,143,136,,53.9
WB3,WB,6,ISCO,1993,1993,2,21,16,WINTER,52.67,2609.67,Half DL,1.4,,142,135,,50.1
EB8,EB,S,REG,1993,1993,2,23,13,WINTER,54.54,2611.54,Half DL,1.4,,107,100,,4.9
EB8,EB,S,REP,1993,1993,2,23,13,WINTER,54.54,2611.54,Half DL,1.4,,111,104,,5
WB3,WB,S,DUP,1993,1993,2,23,13,WINTER,54.54,2611.54,Half DL,1.4,,137,130,,47.7
WB3,WB,S,REG,1993,1993,2,23,13,WINTER,54.54,2611.54,Half DL,1.4,,137,130,,47.7
WB3,WB,4,ISCO,1993,1993,2,26,16,WINTER,57.67,2614.67,Half DL,1.4,,132,125,,44.9
WB3,WB,6,ISCO,1993,1993,2,28,16,WINTER,59.67,2616.67,Half DL,1.4,,132,125,,44.2
WB3,WB,S,REG,1993,1993,3,2,10,SPRING,61.42,2618.42,Half DL,1.4,,133,126,,44.6
EB8,EB,S,DUP,1993,1993,3,2,12,SPRING,61.5,2618.5,Half DL,1.4,,107,100,,4.4
EB8,EB,S,REG,1993,1993,3,2,12,SPRING,61.5,2618.5,Half DL,1.4,,108,101,,4.4
WB3,WB,4,ISCO,1993,1993,3,5,16,SPRING,64.67,2621.67,Half DL,1.4,,134,127,,41.9
WB3,WB,6,ISCO,1993,1993,3,7,16,SPRING,66.67,2623.67,Half DL,1.4,,133,127,,41.5
WB3,WB,S,DUP,1993,1993,3,10,13,SPRING,69.54,2626.54,Half DL,1.4,,135,128,,41
WB3,WB,S,REG,1993,1993,3,10,13,SPRING,69.54,2626.54,Half DL,1.4,,134,127,,40.8
EB8,EB,S,REG,1993,1993,3,10,14,SPRING,69.58,2626.58,Half DL,1.4,,111,104,,4
EB8,EB,S,REP,1993,1993,3,10,14,SPRING,69.58,2626.58,Half DL,1.4,,109,103,,3.8
WB3,WB,3,ISCO,1993,1993,3,12,16,SPRING,71.67,2628.67,Half DL,1.4,,133,126,,39.1
WB3,WB,5,ISCO,1993,1993,3,14,16,SPRING,73.67,2630.67,Half DL,1.4,,133,126,,38.5
WB3,WB,S,REG,1993,1993,3,16,12,SPRING,75.5,2632.5,Half DL,1.4,,131,124,,37.2
EB8,EB,S,REG,1993,1993,3,16,13,SPRING,75.54,2632.54,Half DL,1.4,,109,102,,3.7
EB8,EB,S,REP,1993,1993,3,16,13,SPRING,75.54,2632.54,Half DL,1.4,,112,105,,3.8
WB3,WB,4,ISCO,1993,1993,3,19,16,SPRING,78.67,2635.67,Half DL,1.4,,128,121,,50.7
WB3,WB,6,ISCO,1993,1993,3,21,16,SPRING,80.67,2637.67,Half DL,1.4,,125,117,,45.4
EB8,EB,S,REG,1993,1993,3,23,14,SPRING,82.58,2639.58,Half DL,1.4,,101,93,,5.3
WB3,WB,S,DUP,1993,1993,3,23,14,SPRING,82.58,2639.58,Half DL,1.4,,126,118,,45.3
WB3,WB,S,REG,1993,1993,3,23,14,SPRING,82.58,2639.58,Half DL,1.4,,125,117,,44.6
WB3,WB,2,ISCO,1993,1993,3,23,16,SPRING,82.67,2639.67,Half DL,1.4,,132,124,,42
WB3,WB,4,ISCO,1993,1993,3,25,16,SPRING,84.67,2641.67,Half DL,1.4,,126,119,,43.8
WB3,WB,6,ISCO,1993,1993,3,26,14,SPRING,85.58,2642.58,Half DL,1.4,,142,136,,54.4
WB3,WB,8,ISCO,1993,1993,3,26,18,SPRING,85.75,2642.75,Half DL,1.4,,162,155,,59.7
EB8,EB,4,ISCO,1993,1993,3,26,22,SPRING,85.92,2642.92,Half DL,1.4,,90,84,,6.9
WB3,WB,10,ISCO,1993,1993,3,26,22,SPRING,85.92,2642.92,<RL,3.88,,180,173,,69
EB8,EB,6,ISCO,1993,1993,3,27,2,SPRING,86.08,2643.08,Half DL,1.4,,92,85,,6.2
WB3,WB,12,ISCO,1993,1993,3,27,2,SPRING,86.08,2643.08,<RL,3.32,,187,180,,73.9
EB8,EB,8,ISCO,1993,1993,3,27,6,SPRING,86.25,2643.25,Half DL,1.4,,94,87,,6.1
WB3,WB,14,ISCO,1993,1993,3,27,6,SPRING,86.25,2643.25,<RL,2.77,,188,181,,75.6
EB8,EB,10,ISCO,1993,1993,3,27,10,SPRING,86.42,2643.42,Half DL,1.4,,94,87,,5.9
WB3,WB,16,ISCO,1993,1993,3,27,10,SPRING,86.42,2643.42,Half DL,1.4,,187,180,,74.5
EB8,EB,12,ISCO,1993,1993,3,27,14,SPRING,86.58,2643.58,Half DL,1.4,,95,88,,6
